"","gene","name"
"24455","RPL21P135","ribosomal protein L21 pseudogene 135"
"24456","RPL21P136","ribosomal protein L21 pseudogene 136"
"24457","RPL22P1","ribosomal protein L22 pseudogene 1"
"24458","RPL22P2","ribosomal protein L22 pseudogene 2"
"24459","RPL22P3","ribosomal protein L22 pseudogene 3"
"24460","RPL22P4","ribosomal protein L22 pseudogene 4"
"24461","RPL22P5","ribosomal protein L22 pseudogene 5"
"24462","RPL22P6","ribosomal protein L22 pseudogene 6"
"24463","RPL22P7","ribosomal protein L22 pseudogene 7"
"24464","RPL22P8","ribosomal protein L22 pseudogene 8"
"24465","RPL22P10","ribosomal protein L22 pseudogene 10"
"24466","RPL22P11","ribosomal protein L22 pseudogene 11"
"24467","RPL22P12","ribosomal protein L22 pseudogene 12"
"24468","RPL22P13","ribosomal protein L22 pseudogene 13"
"24469","RPL22P14","ribosomal protein L22 pseudogene 14"
"24470","RPL22P16","ribosomal protein L22 pseudogene 16"
"24471","RPL22P17","ribosomal protein L22 pseudogene 17"
"24472","RPL22P18","ribosomal protein L22 pseudogene 18"
"24473","RPL22P19","ribosomal protein L22 pseudogene 19"
"24474","RPL22P20","ribosomal protein L22 pseudogene 20"
"24475","RPL22P21","ribosomal protein L22 pseudogene 21"
"24476","RPL22P22","ribosomal protein L22 pseudogene 22"
"24477","RPL22P23","ribosomal protein L22 pseudogene 23"
"24478","RPL22P24","ribosomal protein L22 pseudogene 24"
"24479","RPL23AP1","ribosomal protein L23a pseudogene 1"
"24480","RPL23AP2","ribosomal protein L23a pseudogene 2"
"24481","RPL23AP3","ribosomal protein L23a pseudogene 3"
"24482","RPL23AP4","ribosomal protein L23a pseudogene 4"
"24483","RPL23AP5","ribosomal protein L23a pseudogene 5"
"24484","RPL23AP6","ribosomal protein L23a pseudogene 6"
"24485","RPL23AP7","ribosomal protein L23a pseudogene 7"
"24486","RPL23AP8","ribosomal protein L23a pseudogene 8"
"24487","RPL23AP10","ribosomal protein L23a pseudogene 10"
"24488","RPL23AP11","ribosomal protein L23a pseudogene 11"
"24489","RPL23AP12","ribosomal protein L23a pseudogene 12"
"24490","RPL23AP14","ribosomal protein L23a pseudogene 14"
"24491","RPL23AP15","ribosomal protein L23a pseudogene 15"
"24492","RPL23AP16","ribosomal protein L23a pseudogene 16"
"24493","RPL23AP17","ribosomal protein L23a pseudogene 17"
"24494","RPL23AP18","ribosomal protein L23a pseudogene 18"
"24495","RPL23AP19","ribosomal protein L23a pseudogene 19"
"24496","RPL23AP20","ribosomal protein L23a pseudogene 20"
"24497","RPL23AP21","ribosomal protein L23a pseudogene 21"
"24498","RPL23AP22","ribosomal protein L23a pseudogene 22"
"24499","RPL23AP23","ribosomal protein L23a pseudogene 23"
"24500","RPL23AP24","ribosomal protein L23a pseudogene 24"
"24501","RPL23AP25","ribosomal protein L23a pseudogene 25"
"24502","RPL23AP26","ribosomal protein L23a pseudogene 26"
"24503","RPL23AP27","ribosomal protein L23a pseudogene 27"
"24504","RPL23AP28","ribosomal protein L23a pseudogene 28"
"24505","RPL23AP29","ribosomal protein L23a pseudogene 29"
"24506","RPL23AP30","ribosomal protein L23a pseudogene 30"
"24507","RPL23AP31","ribosomal protein L23a pseudogene 31"
"24508","RPL23AP32","ribosomal protein L23a pseudogene 32"
"24509","RPL23AP33","ribosomal protein L23a pseudogene 33"
"24510","RPL23AP34","ribosomal protein L23a pseudogene 34"
"24511","RPL23AP35","ribosomal protein L23a pseudogene 35"
"24512","RPL23AP36","ribosomal protein L23a pseudogene 36"
"24513","RPL23AP37","ribosomal protein L23a pseudogene 37"
"24514","RPL23AP38","ribosomal protein L23a pseudogene 38"
"24515","RPL23AP39","ribosomal protein L23a pseudogene 39"
"24516","RPL23AP40","ribosomal protein L23a pseudogene 40"
"24517","RPL23AP41","ribosomal protein L23a pseudogene 41"
"24518","RPL23AP42","ribosomal protein L23a pseudogene 42"
"24519","RPL23AP43","ribosomal protein L23a pseudogene 43"
"24520","RPL23AP44","ribosomal protein L23a pseudogene 44"
"24521","RPL23AP45","ribosomal protein L23a pseudogene 45"
"24522","RPL23AP46","ribosomal protein L23a pseudogene 46"
"24523","RPL23AP47","ribosomal protein L23a pseudogene 47"
"24524","RPL23AP48","ribosomal protein L23a pseudogene 48"
"24525","RPL23AP49","ribosomal protein L23a pseudogene 49"
"24526","RPL23AP50","ribosomal protein L23a pseudogene 50"
"24527","RPL23AP51","ribosomal protein L23a pseudogene 51"
"24528","RPL23AP52","ribosomal protein L23a pseudogene 52"
"24529","RPL23AP53","ribosomal protein L23a pseudogene 53"
"24530","RPL23AP54","ribosomal protein L23a pseudogene 54"
"24531","RPL23AP55","ribosomal protein L23a pseudogene 55"
"24532","RPL23AP56","ribosomal protein L23a pseudogene 56"
"24533","RPL23AP57","ribosomal protein L23a pseudogene 57"
"24534","RPL23AP58","ribosomal protein L23a pseudogene 58"
"24535","RPL23AP59","ribosomal protein L23a pseudogene 59"
"24536","RPL23AP60","ribosomal protein L23a pseudogene 60"
"24537","RPL23AP61","ribosomal protein L23a pseudogene 61"
"24538","RPL23AP62","ribosomal protein L23a pseudogene 62"
"24539","RPL23AP63","ribosomal protein L23a pseudogene 63"
"24540","RPL23AP64","ribosomal protein L23a pseudogene 64"
"24541","RPL23AP65","ribosomal protein L23a pseudogene 65"
"24542","RPL23AP66","ribosomal protein L23a pseudogene 66"
"24543","RPL23AP67","ribosomal protein L23a pseudogene 67"
"24544","RPL23AP68","ribosomal protein L23a pseudogene 68"
"24545","RPL23AP69","ribosomal protein L23a pseudogene 69"
"24546","RPL23AP70","ribosomal protein L23a pseudogene 70"
"24547","RPL23AP71","ribosomal protein L23a pseudogene 71"
"24548","RPL23AP72","ribosomal protein L23a pseudogene 72"
"24549","RPL23AP73","ribosomal protein L23a pseudogene 73"
"24550","RPL23AP74","ribosomal protein L23a pseudogene 74"
"24551","RPL23AP75","ribosomal protein L23a pseudogene 75"
"24552","RPL23AP76","ribosomal protein L23a pseudogene 76"
"24553","RPL23AP77","ribosomal protein L23a pseudogene 77"
"24554","RPL23AP78","ribosomal protein L23a pseudogene 78"
"24555","RPL23AP79","ribosomal protein L23a pseudogene 79"
"24556","RPL23AP80","ribosomal protein L23a pseudogene 80"
"24557","RPL23AP81","ribosomal protein L23a pseudogene 81"
"24558","RPL23AP82","ribosomal protein L23a pseudogene 82"
"24559","RPL23AP83","ribosomal protein L23a pseudogene 83"
"24560","RPL23AP84","ribosomal protein L23a pseudogene 84"
"24561","RPL23AP85","ribosomal protein L23a pseudogene 85"
"24562","RPL23AP86","ribosomal protein L23a pseudogene 86"
"24563","RPL23AP87","ribosomal protein L23a pseudogene 87"
"24564","RPL23AP88","ribosomal protein L23a pseudogene 88"
"24565","RPL23AP89","ribosomal protein L23a pseudogene 89"
"24566","RPL23AP90","ribosomal protein L23a pseudogene 90"
"24567","RPL23AP91","ribosomal protein L23a pseudogene 91"
"24568","RPL23AP92","ribosomal protein L23a pseudogene 92"
"24569","RPL23AP93","ribosomal protein L23a pseudogene 93"
"24570","RPL23AP94","ribosomal protein L23a pseudogene 94"
"24571","RPL23AP95","ribosomal protein L23a pseudogene 95"
"24572","RPL23AP96","ribosomal protein L23a pseudogene 96"
"24573","RPL23AP97","ribosomal protein L23a pseudogene 97"
"24574","RPL23P1","ribosomal protein L23 pseudogene 1"
"24575","RPL23P2","ribosomal protein L23 pseudogene 2"
"24576","RPL23P3","ribosomal protein L23 pseudogene 3"
"24577","RPL23P4","ribosomal protein L23 pseudogene 4"
"24578","RPL23P5","ribosomal protein L23 pseudogene 5"
"24579","RPL23P6","ribosomal protein L23 pseudogene 6"
"24580","RPL23P7","ribosomal protein L23 pseudogene 7"
"24581","RPL23P8","ribosomal protein L23 pseudogene 8"
"24582","RPL23P9","ribosomal protein L23 pseudogene 9"
"24583","RPL23P10","ribosomal protein L23 pseudogene 10"
"24584","RPL23P11","ribosomal protein L23 pseudogene 11"
"24585","RPL24P2","ribosomal protein L24 pseudogene 2"
"24586","RPL24P3","ribosomal protein L24 pseudogene 3"
"24587","RPL24P4","ribosomal protein L24 pseudogene 4"
"24588","RPL24P5","ribosomal protein L24 pseudogene 5"
"24589","RPL24P6","ribosomal protein L24 pseudogene 6"
"24590","RPL24P7","ribosomal protein L24 pseudogene 7"
"24591","RPL24P8","ribosomal protein L24 pseudogene 8"
"24592","RPL25P1","ribosomal protein L25 pseudogene 1"
"24593","RPL26","ribosomal protein L26"
"24594","RPL26L1","ribosomal protein L26 like 1"
"24595","RPL26P2","ribosomal protein L26 pseudogene 2"
"24596","RPL26P3","ribosomal protein L26 pseudogene 3"
"24597","RPL26P4","ribosomal protein L26 pseudogene 4"
"24598","RPL26P5","ribosomal protein L26 pseudogene 5"
"24599","RPL26P6","ribosomal protein L26 pseudogene 6"
"24600","RPL26P7","ribosomal protein L26 pseudogene 7"
"24601","RPL26P8","ribosomal protein L26 pseudogene 8"
"24602","RPL26P9","ribosomal protein L26 pseudogene 9"
"24603","RPL26P10","ribosomal protein L26 pseudogene 10"
"24604","RPL26P11","ribosomal protein L26 pseudogene 11"
"24605","RPL26P12","ribosomal protein L26 pseudogene 12"
"24606","RPL26P13","ribosomal protein L26 pseudogene 13"
"24607","RPL26P14","ribosomal protein L26 pseudogene 14"
"24608","RPL26P15","ribosomal protein L26 pseudogene 15"
"24609","RPL26P16","ribosomal protein L26 pseudogene 16"
"24610","RPL26P17","ribosomal protein L26 pseudogene 17"
"24611","RPL26P18","ribosomal protein L26 pseudogene 18"
"24612","RPL26P19","ribosomal protein L26 pseudogene 19"
"24613","RPL26P20","ribosomal protein L26 pseudogene 20"
"24614","RPL26P21","ribosomal protein L26 pseudogene 21"
"24615","RPL26P22","ribosomal protein L26 pseudogene 22"
"24616","RPL26P23","ribosomal protein L26 pseudogene 23"
"24617","RPL26P24","ribosomal protein L26 pseudogene 24"
"24618","RPL26P25","ribosomal protein L26 pseudogene 25"
"24619","RPL26P26","ribosomal protein L26 pseudogene 26"
"24620","RPL26P27","ribosomal protein L26 pseudogene 27"
"24621","RPL26P28","ribosomal protein L26 pseudogene 28"
"24622","RPL26P29","ribosomal protein L26 pseudogene 29"
"24623","RPL26P30","ribosomal protein L26 pseudogene 30"
"24624","RPL26P31","ribosomal protein L26 pseudogene 31"
"24625","RPL26P32","ribosomal protein L26 pseudogene 32"
"24626","RPL26P33","ribosomal protein L26 pseudogene 33"
"24627","RPL26P34","ribosomal protein L26 pseudogene 34"
"24628","RPL26P35","ribosomal protein L26 pseudogene 35"
"24629","RPL26P36","ribosomal protein L26 pseudogene 36"
"24630","RPL26P37","ribosomal protein L26 pseudogene 37"
"24631","RPL27AP","ribosomal protein L27a pseudogene"
"24632","RPL27AP2","ribosomal protein L27a pseudogene 2"
"24633","RPL27AP3","ribosomal protein L27a pseudogene 3"
"24634","RPL27AP4","ribosomal protein L27a pseudogene 4"
"24635","RPL27AP5","ribosomal protein L27a pseudogene 5"
"24636","RPL27AP6","ribosomal protein L27a pseudogene 6"
"24637","RPL27AP7","ribosomal protein L27a pseudogene 7"
"24638","RPL27AP8","ribosomal protein L27a pseudogene 8"
"24639","RPL27P1","ribosomal protein L27 pseudogene 1"
"24640","RPL27P2","ribosomal protein L27 pseudogene 2"
"24641","RPL27P4","ribosomal protein L27 pseudogene 4"
"24642","RPL27P5","ribosomal protein L27 pseudogene 5"
"24643","RPL27P6","ribosomal protein L27 pseudogene 6"
"24644","RPL27P7","ribosomal protein L27 pseudogene 7"
"24645","RPL27P8","ribosomal protein L27 pseudogene 8"
"24646","RPL27P9","ribosomal protein L27 pseudogene 9"
"24647","RPL27P10","ribosomal protein L27 pseudogene 10"
"24648","RPL27P11","ribosomal protein L27 pseudogene 11"
"24649","RPL27P12","ribosomal protein L27 pseudogene 12"
"24650","RPL28","ribosomal protein L28"
"24651","RPL28P1","ribosomal protein L28 pseudogene 1"
"24652","RPL28P2","ribosomal protein L28 pseudogene 2"
"24653","RPL28P3","ribosomal protein L28 pseudogene 3"
"24654","RPL28P4","ribosomal protein L28 pseudogene 4"
"24655","RPL28P5","ribosomal protein L28 pseudogene 5"
"24656","RPL29P1","ribosomal protein L29 pseudogene 1"
"24657","RPL29P2","ribosomal protein L29 pseudogene 2"
"24658","RPL29P3","ribosomal protein L29 pseudogene 3"
"24659","RPL29P4","ribosomal protein L29 pseudogene 4"
"24660","RPL29P5","ribosomal protein L29 pseudogene 5"
"24661","RPL29P6","ribosomal protein L29 pseudogene 6"
"24662","RPL29P7","ribosomal protein L29 pseudogene 7"
"24663","RPL29P8","ribosomal protein L29 pseudogene 8"
"24664","RPL29P9","ribosomal protein L29 pseudogene 9"
"24665","RPL29P11","ribosomal protein L29 pseudogene 11"
"24666","RPL29P12","ribosomal protein L29 pseudogene 12"
"24667","RPL29P13","ribosomal protein L29 pseudogene 13"
"24668","RPL29P14","ribosomal protein L29 pseudogene 14"
"24669","RPL29P15","ribosomal protein L29 pseudogene 15"
"24670","RPL29P16","ribosomal protein L29 pseudogene 16"
"24671","RPL29P17","ribosomal protein L29 pseudogene 17"
"24672","RPL29P18","ribosomal protein L29 pseudogene 18"
"24673","RPL29P19","ribosomal protein L29 pseudogene 19"
"24674","RPL29P20","ribosomal protein L29 pseudogene 20"
"24675","RPL29P21","ribosomal protein L29 pseudogene 21"
"24676","RPL29P22","ribosomal protein L29 pseudogene 22"
"24677","RPL29P23","ribosomal protein L29 pseudogene 23"
"24678","RPL29P24","ribosomal protein L29 pseudogene 24"
"24679","RPL29P25","ribosomal protein L29 pseudogene 25"
"24680","RPL29P26","ribosomal protein L29 pseudogene 26"
"24681","RPL29P27","ribosomal protein L29 pseudogene 27"
"24682","RPL29P28","ribosomal protein L29 pseudogene 28"
"24683","RPL29P29","ribosomal protein L29 pseudogene 29"
"24684","RPL29P30","ribosomal protein L29 pseudogene 30"
"24685","RPL29P31","ribosomal protein L29 pseudogene 31"
"24686","RPL29P32","ribosomal protein L29 pseudogene 32"
"24687","RPL29P33","ribosomal protein L29 pseudogene 33"
"24688","RPL30P1","ribosomal protein L30 pseudogene 1"
"24689","RPL30P2","ribosomal protein L30 pseudogene 2"
"24690","RPL30P3","ribosomal protein L30 pseudogene 3"
"24691","RPL30P4","ribosomal protein L30 pseudogene 4"
"24692","RPL30P5","ribosomal protein L30 pseudogene 5"
"24693","RPL30P6","ribosomal protein L30 pseudogene 6"
"24694","RPL30P7","ribosomal protein L30 pseudogene 7"
"24695","RPL30P8","ribosomal protein L30 pseudogene 8"
"24696","RPL30P9","ribosomal protein L30 pseudogene 9"
"24697","RPL30P10","ribosomal protein L30 pseudogene 10"
"24698","RPL30P11","ribosomal protein L30 pseudogene 11"
"24699","RPL30P12","ribosomal protein L30 pseudogene 12"
"24700","RPL30P13","ribosomal protein L30 pseudogene 13"
"24701","RPL30P14","ribosomal protein L30 pseudogene 14"
"24702","RPL30P15","ribosomal protein L30 pseudogene 15"
"24703","RPL30P16","ribosomal protein L30 pseudogene 16"
"24704","RPL31P1","ribosomal protein L31 pseudogene 1"
"24705","RPL31P2","ribosomal protein L31 pseudogene 2"
"24706","RPL31P3","ribosomal protein L31 pseudogene 3"
"24707","RPL31P4","ribosomal protein L31 pseudogene 4"
"24708","RPL31P5","ribosomal protein L31 pseudogene 5"
"24709","RPL31P6","ribosomal protein L31 pseudogene 6"
"24710","RPL31P7","ribosomal protein L31 pseudogene 7"
"24711","RPL31P8","ribosomal protein L31 pseudogene 8"
"24712","RPL31P9","ribosomal protein L31 pseudogene 9"
"24713","RPL31P10","ribosomal protein L31 pseudogene 10"
"24714","RPL31P11","ribosomal protein L31 pseudogene 11"
"24715","RPL31P12","ribosomal protein L31 pseudogene 12"
"24716","RPL31P13","ribosomal protein L31 pseudogene 13"
"24717","RPL31P14","ribosomal protein L31 pseudogene 14"
"24718","RPL31P15","ribosomal protein L31 pseudogene 15"
"24719","RPL31P16","ribosomal protein L31 pseudogene 16"
"24720","RPL31P17","ribosomal protein L31 pseudogene 17"
"24721","RPL31P18","ribosomal protein L31 pseudogene 18"
"24722","RPL31P19","ribosomal protein L31 pseudogene 19"
"24723","RPL31P20","ribosomal protein L31 pseudogene 20"
"24724","RPL31P21","ribosomal protein L31 pseudogene 21"
"24725","RPL31P22","ribosomal protein L31 pseudogene 22"
"24726","RPL31P23","ribosomal protein L31 pseudogene 23"
"24727","RPL31P24","ribosomal protein L31 pseudogene 24"
"24728","RPL31P25","ribosomal protein L31 pseudogene 25"
"24729","RPL31P26","ribosomal protein L31 pseudogene 26"
"24730","RPL31P27","ribosomal protein L31 pseudogene 27"
"24731","RPL31P28","ribosomal protein L31 pseudogene 28"
"24732","RPL31P29","ribosomal protein L31 pseudogene 29"
"24733","RPL31P30","ribosomal protein L31 pseudogene 30"
"24734","RPL31P31","ribosomal protein L31 pseudogene 31"
"24735","RPL31P32","ribosomal protein L31 pseudogene 32"
"24736","RPL31P33","ribosomal protein L31 pseudogene 33"
"24737","RPL31P34","ribosomal protein L31 pseudogene 34"
"24738","RPL31P35","ribosomal protein L31 pseudogene 35"
"24739","RPL31P36","ribosomal protein L31 pseudogene 36"
"24740","RPL31P37","ribosomal protein L31 pseudogene 37"
"24741","RPL31P38","ribosomal protein L31 pseudogene 38"
"24742","RPL31P39","ribosomal protein L31 pseudogene 39"
"24743","RPL31P40","ribosomal protein L31 pseudogene 40"
"24744","RPL31P41","ribosomal protein L31 pseudogene 41"
"24745","RPL31P42","ribosomal protein L31 pseudogene 42"
"24746","RPL31P43","ribosomal protein L31 pseudogene 43"
"24747","RPL31P44","ribosomal protein L31 pseudogene 44"
"24748","RPL31P45","ribosomal protein L31 pseudogene 45"
"24749","RPL31P46","ribosomal protein L31 pseudogene 46"
"24750","RPL31P47","ribosomal protein L31 pseudogene 47"
"24751","RPL31P48","ribosomal protein L31 pseudogene 48"
"24752","RPL31P49","ribosomal protein L31 pseudogene 49"
"24753","RPL31P50","ribosomal protein L31 pseudogene 50"
"24754","RPL31P51","ribosomal protein L31 pseudogene 51"
"24755","RPL31P52","ribosomal protein L31 pseudogene 52"
"24756","RPL31P53","ribosomal protein L31 pseudogene 53"
"24757","RPL31P54","ribosomal protein L31 pseudogene 54"
"24758","RPL31P55","ribosomal protein L31 pseudogene 55"
"24759","RPL31P56","ribosomal protein L31 pseudogene 56"
"24760","RPL31P57","ribosomal protein L31 pseudogene 57"
"24761","RPL31P58","ribosomal protein L31 pseudogene 58"
"24762","RPL31P59","ribosomal protein L31 pseudogene 59"
"24763","RPL31P60","ribosomal protein L31 pseudogene 60"
"24764","RPL31P61","ribosomal protein L31 pseudogene 61"
"24765","RPL31P62","ribosomal protein L31 pseudogene 62"
"24766","RPL31P63","ribosomal protein L31 pseudogene 63"
"24767","RPL32P1","ribosomal protein L32 pseudogene 1"
"24768","RPL32P2","ribosomal protein L32 pseudogene 2"
"24769","RPL32P3","ribosomal protein L32 pseudogene 3"
"24770","RPL32P4","ribosomal protein L32 pseudogene 4"
"24771","RPL32P5","ribosomal protein L32 pseudogene 5"
"24772","RPL32P6","ribosomal protein L32 pseudogene 6"
"24773","RPL32P7","ribosomal protein L32 pseudogene 7"
"24774","RPL32P8","ribosomal protein L32 pseudogene 8"
"24775","RPL32P9","ribosomal protein L32 pseudogene 9"
"24776","RPL32P10","ribosomal protein L32 pseudogene 10"
"24777","RPL32P11","ribosomal protein L32 pseudogene 11"
"24778","RPL32P12","ribosomal protein L32 pseudogene 12"
"24779","RPL32P13","ribosomal protein L32 pseudogene 13"
"24780","RPL32P14","ribosomal protein L32 pseudogene 14"
"24781","RPL32P15","ribosomal protein L32 pseudogene 15"
"24782","RPL32P16","ribosomal protein L32 pseudogene 16"
"24783","RPL32P17","ribosomal protein L32 pseudogene 17"
"24784","RPL32P18","ribosomal protein L32 pseudogene 18"
"24785","RPL32P19","ribosomal protein L32 pseudogene 19"
"24786","RPL32P20","ribosomal protein L32 pseudogene 20"
"24787","RPL32P21","ribosomal protein L32 pseudogene 21"
"24788","RPL32P22","ribosomal protein L32 pseudogene 22"
"24789","RPL32P23","ribosomal protein L32 pseudogene 23"
"24790","RPL32P24","ribosomal protein L32 pseudogene 24"
"24791","RPL32P25","ribosomal protein L32 pseudogene 25"
"24792","RPL32P26","ribosomal protein L32 pseudogene 26"
"24793","RPL32P27","ribosomal protein L32 pseudogene 27"
"24794","RPL32P28","ribosomal protein L32 pseudogene 28"
"24795","RPL32P29","ribosomal protein L32 pseudogene 29"
"24796","RPL32P30","ribosomal protein L32 pseudogene 30"
"24797","RPL32P31","ribosomal protein L32 pseudogene 31"
"24798","RPL32P32","ribosomal protein L32 pseudogene 32"
"24799","RPL32P33","ribosomal protein L32 pseudogene 33"
"24800","RPL32P34","ribosomal protein L32 pseudogene 34"
"24801","RPL32P35","ribosomal protein L32 pseudogene 35"
"24802","RPL32P36","ribosomal protein L32 pseudogene 36"
"24803","RPL34-DT","RPL34 divergent transcript"
"24804","RPL34P1","ribosomal protein L34 pseudogene 1"
"24805","RPL34P2","ribosomal protein L34 pseudogene 2"
"24806","RPL34P3","ribosomal protein L34 pseudogene 3"
"24807","RPL34P4","ribosomal protein L34 pseudogene 4"
"24808","RPL34P5","ribosomal protein L34 pseudogene 5"
"24809","RPL34P6","ribosomal protein L34 pseudogene 6"
"24810","RPL34P7","ribosomal protein L34 pseudogene 7"
"24811","RPL34P8","ribosomal protein L34 pseudogene 8"
"24812","RPL34P9","ribosomal protein L34 pseudogene 9"
"24813","RPL34P10","ribosomal protein L34 pseudogene 10"
"24814","RPL34P11","ribosomal protein L34 pseudogene 11"
"24815","RPL34P12","ribosomal protein L34 pseudogene 12"
"24816","RPL34P13","ribosomal protein L34 pseudogene 13"
"24817","RPL34P14","ribosomal protein L34 pseudogene 14"
"24818","RPL34P15","ribosomal protein L34 pseudogene 15"
"24819","RPL34P16","ribosomal protein L34 pseudogene 16"
"24820","RPL34P17","ribosomal protein L34 pseudogene 17"
"24821","RPL34P18","ribosomal protein L34 pseudogene 18"
"24822","RPL34P19","ribosomal protein L34 pseudogene 19"
"24823","RPL34P20","ribosomal protein L34 pseudogene 20"
"24824","RPL34P21","ribosomal protein L34 pseudogene 21"
"24825","RPL34P22","ribosomal protein L34 pseudogene 22"
"24826","RPL34P23","ribosomal protein L34 pseudogene 23"
"24827","RPL34P24","ribosomal protein L34 pseudogene 24"
"24828","RPL34P25","ribosomal protein L34 pseudogene 25"
"24829","RPL34P26","ribosomal protein L34 pseudogene 26"
"24830","RPL34P27","ribosomal protein L34 pseudogene 27"
"24831","RPL34P28","ribosomal protein L34 pseudogene 28"
"24832","RPL34P29","ribosomal protein L34 pseudogene 29"
"24833","RPL34P30","ribosomal protein L34 pseudogene 30"
"24834","RPL34P31","ribosomal protein L34 pseudogene 31"
"24835","RPL34P32","ribosomal protein L34 pseudogene 32"
"24836","RPL34P33","ribosomal protein L34 pseudogene 33"
"24837","RPL34P34","ribosomal protein L34 pseudogene 34"
"24838","RPL34P35","ribosomal protein L34 pseudogene 35"
"24839","RPL35AP","ribosomal protein L35a pseudogene"
"24840","RPL35AP2","ribosomal protein L35a pseudogene 2"
"24841","RPL35AP3","ribosomal protein L35a pseudogene 3"
"24842","RPL35AP4","ribosomal protein L35a pseudogene 4"
"24843","RPL35AP5","ribosomal protein L35a pseudogene 5"
"24844","RPL35AP6","ribosomal protein L35a pseudogene 6"
"24845","RPL35AP7","ribosomal protein L35a pseudogene 7"
"24846","RPL35AP8","ribosomal protein L35a pseudogene 8"
"24847","RPL35AP9","ribosomal protein L35a pseudogene 9"
"24848","RPL35AP10","ribosomal protein L35a pseudogene 10"
"24849","RPL35AP11","ribosomal protein L35a pseudogene 11"
"24850","RPL35AP12","ribosomal protein L35a pseudogene 12"
"24851","RPL35AP13","ribosomal protein L35a pseudogene 13"
"24852","RPL35AP14","ribosomal protein L35a pseudogene 14"
"24853","RPL35AP15","ribosomal protein L35a pseudogene 15"
"24854","RPL35AP16","ribosomal protein L35a pseudogene 16"
"24855","RPL35AP17","ribosomal protein L35a pseudogene 17"
"24856","RPL35AP18","ribosomal protein L35a pseudogene 18"
"24857","RPL35AP19","ribosomal protein L35a pseudogene 19"
"24858","RPL35AP20","ribosomal protein L35a pseudogene 20"
"24859","RPL35AP21","ribosomal protein L35a pseudogene 21"
"24860","RPL35AP22","ribosomal protein L35a pseudogene 22"
"24861","RPL35AP23","ribosomal protein L35a pseudogene 23"
"24862","RPL35AP24","ribosomal protein L35a pseudogene 24"
"24863","RPL35AP26","ribosomal protein L35a pseudogene 26"
"24864","RPL35AP27","ribosomal protein L35a pseudogene 27"
"24865","RPL35AP28","ribosomal protein L35a pseudogene 28"
"24866","RPL35AP29","ribosomal protein L35a pseudogene 29"
"24867","RPL35AP30","ribosomal protein L35a pseudogene 30"
"24868","RPL35AP31","ribosomal protein L35a pseudogene 31"
"24869","RPL35AP32","ribosomal protein L35a pseudogene 32"
"24870","RPL35AP33","ribosomal protein L35a pseudogene 33"
"24871","RPL35AP34","ribosomal protein L35a pseudogene 34"
"24872","RPL35AP35","ribosomal protein L35a pseudogene 35"
"24873","RPL35AP36","ribosomal protein L35a pseudogene 36"
"24874","RPL35AP37","ribosomal protein L35a pseudogene 37"
"24875","RPL35P1","ribosomal protein L35 pseudogene 1"
"24876","RPL35P2","ribosomal protein L35 pseudogene 2"
"24877","RPL35P3","ribosomal protein L35 pseudogene 3"
"24878","RPL35P4","ribosomal protein L35 pseudogene 4"
"24879","RPL35P5","ribosomal protein L35 pseudogene 5"
"24880","RPL35P6","ribosomal protein L35 pseudogene 6"
"24881","RPL35P7","ribosomal protein L35 pseudogene 7"
"24882","RPL35P8","ribosomal protein L35 pseudogene 8"
"24883","RPL35P9","ribosomal protein L35 pseudogene 9"
"24884","RPL36A-HNRNPH2","RPL36A-HNRNPH2 readthrough"
"24885","RPL36AL","ribosomal protein L36a like"
"24886","RPL36AP1","ribosomal protein L36a pseudogene 1"
"24887","RPL36AP2","ribosomal protein L36a pseudogene 2"
"24888","RPL36AP4","ribosomal protein L36a pseudogene 4"
"24889","RPL36AP5","ribosomal protein L36a pseudogene 5"
"24890","RPL36AP6","ribosomal protein L36a pseudogene 6"
"24891","RPL36AP7","ribosomal protein L36a pseudogene 7"
"24892","RPL36AP8","ribosomal protein L36a pseudogene 8"
"24893","RPL36AP9","ribosomal protein L36a pseudogene 9"
"24894","RPL36AP10","ribosomal protein L36a pseudogene 10"
"24895","RPL36AP11","ribosomal protein L36a pseudogene 11"
"24896","RPL36AP12","ribosomal protein L36a pseudogene 12"
"24897","RPL36AP13","ribosomal protein L36a pseudogene 13"
"24898","RPL36AP14","ribosomal protein L36a pseudogene 14"
"24899","RPL36AP15","ribosomal protein L36a pseudogene 15"
"24900","RPL36AP16","ribosomal protein L36a pseudogene 16"
"24901","RPL36AP17","ribosomal protein L36a pseudogene 17"
"24902","RPL36AP18","ribosomal protein L36a pseudogene 18"
"24903","RPL36AP19","ribosomal protein L36a pseudogene 19"
"24904","RPL36AP20","ribosomal protein L36a pseudogene 20"
"24905","RPL36AP21","ribosomal protein L36a pseudogene 21"
"24906","RPL36AP23","ribosomal protein L36a pseudogene 23"
"24907","RPL36AP24","ribosomal protein L36a pseudogene 24"
"24908","RPL36AP25","ribosomal protein L36a pseudogene 25"
"24909","RPL36AP26","ribosomal protein L36a pseudogene 26"
"24910","RPL36AP27","ribosomal protein L36a pseudogene 27"
"24911","RPL36AP28","ribosomal protein L36a pseudogene 28"
"24912","RPL36AP29","ribosomal protein L36a pseudogene 29"
"24913","RPL36AP30","ribosomal protein L36a pseudogene 30"
"24914","RPL36AP31","ribosomal protein L36a pseudogene 31"
"24915","RPL36AP32","ribosomal protein L36a pseudogene 32"
