"","V1","bird","sex","tissue","treatment","external","internal","group","study"
"616","s186.l.o.pk_female_gonad_extend","s186.l.o.pk","female","gonads","extend","chicks","late","female.gonads.extend","manipulation"
"617","s186.l.o.pk_female_hypothalamus_extend","s186.l.o.pk","female","hypothalamus","extend","chicks","late","female.hypothalamus.extend","manipulation"
"618","s186.l.o.pk_female_pituitary_extend","s186.l.o.pk","female","pituitary","extend","chicks","late","female.pituitary.extend","manipulation"
"619","s187.l.o.r_male_gonad_n9","s187.l.o.r","male","gonads","n9","chicks","late","male.gonads.n9","charcterization"
"620","s187.l.o.r_male_hypothalamus_n9","s187.l.o.r","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9","charcterization"
"621","s187.l.o.r_male_pituitary_n9","s187.l.o.r","male","pituitary","n9","chicks","late","male.pituitary.n9","charcterization"
"622","s243.blk.pk.r_male_gonad_lay","s243.blk.pk.r","male","gonads","lay","eggs","early","male.gonads.lay","charcterization"
"623","s243.blk.pk.r_male_hypothalamus_lay","s243.blk.pk.r","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay","charcterization"
"624","s243.blk.pk.r_male_pituitary_lay","s243.blk.pk.r","male","pituitary","lay","eggs","early","male.pituitary.lay","charcterization"
"625","s333.y.blk.pk_female_gonad_m.hatch","s333.y.blk.pk","female","gonads","m.n2","nest","late","female.gonads.m.n2","manipulation"
"626","s333.y.blk.pk_female_hypothalamus_m.hatch","s333.y.blk.pk","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2","manipulation"
"627","s333.y.blk.pk_female_pituitary_m.hatch","s333.y.blk.pk","female","pituitary","m.n2","nest","late","female.pituitary.m.n2","manipulation"
"628","w191.r1_female_gonad_control","w191.r1","female","gonads","control","control","control","female.gonads.control","charcterization"
"629","w191.r1_female_hypothalamus_control","w191.r1","female","hypothalamus","control","control","control","female.hypothalamus.control","charcterization"
"630","w191.r1_female_pituitary_control","w191.r1","female","pituitary","control","control","control","female.pituitary.control","charcterization"
"631","w34.x_male_gonad_inc.d9","w34.x","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9","charcterization"
"632","w34.x_male_hypothalamus_inc.d9","w34.x","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9","charcterization"
"633","w34.x_male_pituitary_inc.d9","w34.x","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9","charcterization"
"634","x.blk.blk.ATLAS_male_gonad_control","x.blk.blk.atlas","male","gonads","control","control","control","male.gonads.control","charcterization"
"635","x.blk.blk.ATLAS_male_hypothalamus_control","x.blk.blk.atlas","male","hypothalamus","control","control","control","male.hypothalamus.control","charcterization"
"636","x.blk.blk.ATLAS_male_pituitary_control","x.blk.blk.atlas","male","pituitary","control","control","control","male.pituitary.control","charcterization"
"637","x.blk16_male_gonad_n9.NYNO","x.blk16","male","gonads","n9","chicks","late","male.gonads.n9","charcterization"
"638","x.blk16_male_hypothalamus_n9.NYNO","x.blk16","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9","charcterization"
"639","x.blk16_male_pituitary_n9","x.blk16","male","pituitary","n9","chicks","late","male.pituitary.n9","charcterization"
"640","x.blk20_female_gonad_prolong","x.blk20","female","gonads","prolong","eggs","late","female.gonads.prolong","manipulation"
"641","x.blk20_female_hypothalamus_prolong","x.blk20","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong","manipulation"
"642","x.blk20_female_pituitary_prolong","x.blk20","female","pituitary","prolong","eggs","late","female.pituitary.prolong","manipulation"
"643","x.blk23_male_gonad_m.n2","x.blk23","male","gonads","m.n2","nest","late","male.gonads.m.n2","manipulation"
"644","x.blk23_male_hypothalamus_m.n2","x.blk23","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2","manipulation"
"645","x.blk23_male_pituitary_m.n2","x.blk23","male","pituitary","m.n2","nest","late","male.pituitary.m.n2","manipulation"
"646","x.blu.o.ATLAS_male_pituitary_control","x.blu.o.atlas","male","pituitary","control","control","control","male.pituitary.control","charcterization"
"647","x.blu101.w43_female_gonad_inc.d9","x.blu101.w43","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9","charcterization"
"648","x.blu101.w43_female_hypothalamus_inc.d9","x.blu101.w43","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9","charcterization"
"649","x.blu101.w43_female_pituitary_inc.d9","x.blu101.w43","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9","charcterization"
"650","x.blu102.w105_female_gonad_inc.d3","x.blu102.w105","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3","charcterization"
"651","x.blu102.w105_female_hypothalamus_inc.d3","x.blu102.w105","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3","charcterization"
"652","x.blu102.w105_female_pituitary_inc.d3","x.blu102.w105","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3","charcterization"
"653","x.blu106.o153_male_gonad_inc.d9.NYNO","x.blu106.o153","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9","charcterization"
"654","x.blu106.o153_male_hypothalamus_inc.d9","x.blu106.o153","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9","charcterization"
"655","x.blu106.o153_male_pituitary_inc.d9.NYNO","x.blu106.o153","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9","charcterization"
"656","x.blu109.w121_female_gonad_n5","x.blu109.w121","female","gonads","n5","chicks","late","female.gonads.n5","charcterization"
"657","x.blu109.w121_female_hypothalamus_n5","x.blu109.w121","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5","charcterization"
"658","x.blu109.w121_female_pituitary_n5","x.blu109.w121","female","pituitary","n5","chicks","late","female.pituitary.n5","charcterization"
"659","x.blu116.w107_female_gonad_inc.d17","x.blu116.w107","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17","charcterization"
"660","x.blu116.w107_female_hypothalamus_inc.d17","x.blu116.w107","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17","charcterization"
"661","x.blu116.w107_female_pituitary_inc.d17.NYNO","x.blu116.w107","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17","charcterization"
"662","x.blu117.w89_male_gonad_inc.d17","x.blu117.w89","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17","charcterization"
"663","x.blu117.w89_male_hypothalamus_inc.d17","x.blu117.w89","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17","charcterization"
"664","x.blu117.w89_male_pituitary_inc.d17","x.blu117.w89","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17","charcterization"
"665","x.blu122.r66_female_gonad_inc.d9","x.blu122.r66","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9","charcterization"
"666","x.blu122.r66_female_hypothalamus_inc.d9","x.blu122.r66","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9","charcterization"
"667","x.blu122.r66_female_pituitary_inc.d9","x.blu122.r66","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9","charcterization"
"668","x.blu23.w14_male_gonad_n9","x.blu23.w14","male","gonads","n9","chicks","late","male.gonads.n9","charcterization"
"669","x.blu23.w14_male_hypothalamus_n9","x.blu23.w14","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9","charcterization"
"670","x.blu23.w14_male_pituitary_n9","x.blu23.w14","male","pituitary","n9","chicks","late","male.pituitary.n9","charcterization"
"671","x.blu25_female_gonad_m.inc.d9","x.blu25","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9","manipulation"
"672","x.blu25_female_hypothalamus_m.inc.d9","x.blu25","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9","manipulation"
"673","x.blu25_female_pituitary_m.inc.d9","x.blu25","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9","manipulation"
"674","x.blu30_male_gonad_n5","x.blu30","male","gonads","n5","chicks","late","male.gonads.n5","charcterization"
"675","x.blu30_male_hypothalamus_n5","x.blu30","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5","charcterization"
"676","x.blu30_male_pituitary_n5","x.blu30","male","pituitary","n5","chicks","late","male.pituitary.n5","charcterization"
"677","x.blu42.o28_male_gonad_inc.d3","x.blu42.o28","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3","charcterization"
"678","x.blu42.o28_male_hypothalamus_inc.d3.NYNO","x.blu42.o28","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3","charcterization"
"679","x.blu42.o28_male_pituitary_inc.d3","x.blu42.o28","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3","charcterization"
"680","x.blu43.g132_female_gonad_n9","x.blu43.g132","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9","manipulation"
"681","x.blu43.g132_female_hypothalamus_n9","x.blu43.g132","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9","manipulation"
"682","x.blu43.g132_female_pituitary_n9","x.blu43.g132","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9","manipulation"
"683","x.blu57_male_gonad_prolong","x.blu57","male","gonads","prolong","eggs","late","male.gonads.prolong","manipulation"
"684","x.blu57_male_hypothalamus_prolong","x.blu57","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong","manipulation"
"685","x.blu57_male_pituitary_prolong","x.blu57","male","pituitary","prolong","eggs","late","male.pituitary.prolong","manipulation"
"686","x.blu6.y80_female_gonad_lay","x.blu6.y80","female","gonads","lay","eggs","early","female.gonads.lay","charcterization"
"687","x.blu6.y80_female_hypothalamus_lay","x.blu6.y80","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay","charcterization"
"688","x.blu6.y80_female_pituitary_lay","x.blu6.y80","female","pituitary","lay","eggs","early","female.pituitary.lay","charcterization"
"689","x.blu69_male_gonad_extend","x.blu69","male","gonads","extend","chicks","late","male.gonads.extend","manipulation"
"690","x.blu69_male_hypothalamus_extend","x.blu69","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend","manipulation"
"691","x.blu69_male_pituitary_extend","x.blu69","male","pituitary","extend","chicks","late","male.pituitary.extend","manipulation"
"692","x.blu73_male_gonad_extend","x.blu73","male","gonads","extend","chicks","late","male.gonads.extend","manipulation"
"693","x.blu73_male_hypothalamus_extend","x.blu73","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend","manipulation"
"694","x.blu73_male_pituitary_extend","x.blu73","male","pituitary","extend","chicks","late","male.pituitary.extend","manipulation"
"695","x.blu76_male_gonad_m.hatch","x.blu76","male","gonads","m.n2","nest","late","male.gonads.m.n2","manipulation"
"696","x.blu76_male_hypothalamus_m.hatch","x.blu76","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2","manipulation"
"697","x.blu76_male_pituitary_m.hatch","x.blu76","male","pituitary","m.n2","nest","late","male.pituitary.m.n2","manipulation"
"698","x.blu94_female_gonad_m.inc.d17","x.blu94","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17","manipulation"
"699","x.blu94_female_hypothalamus_m.inc.d17","x.blu94","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17","manipulation"
"700","x.blu94_female_pituitary_m.inc.d17","x.blu94","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17","manipulation"
"701","x.blu96_female_gonad_m.n2","x.blu96","female","gonads","m.n2","nest","late","female.gonads.m.n2","manipulation"
"702","x.blu96_female_hypothalamus_m.n2","x.blu96","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2","manipulation"
"703","x.blu96_female_pituitary_m.n2","x.blu96","female","pituitary","m.n2","nest","late","female.pituitary.m.n2","manipulation"
"704","x.g.ATLAS_male_gonad_control","x.g.atlas","male","gonads","control","control","control","male.gonads.control","charcterization"
"705","x.g.ATLAS_male_hypothalamus_control","x.g.atlas","male","hypothalamus","control","control","control","male.hypothalamus.control","charcterization"
"706","x.g.ATLAS_male_pituitary_control","x.g.atlas","male","pituitary","control","control","control","male.pituitary.control","charcterization"
"707","x.g.g.ATLAS_female_gonad_control","x.g.g.atlas","female","gonads","control","control","control","female.gonads.control","charcterization"
"708","x.g.g.ATLAS_male_gonad_control","x.g.g.atlas","male","gonads","control","control","control","male.gonads.control","charcterization"
"709","x.g.g.ATLAS_male_hypothalamus_control","x.g.g.atlas","male","hypothalamus","control","control","control","male.hypothalamus.control","charcterization"
"710","x.g.g.ATLAS_male_pituitary_control","x.g.g.atlas","male","pituitary","control","control","control","male.pituitary.control","charcterization"
"711","x.g.g.g.ATLAS_male_gonad_control","x.g.g.g.atlas","male","gonads","control","control","control","male.gonads.control","charcterization"
"712","x.g.g.g.ATLAS_male_pituitary_control","x.g.g.g.atlas","male","pituitary","control","control","control","male.pituitary.control","charcterization"
"713","x.g13.w109_male_gonad_inc.d9","x.g13.w109","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9","charcterization"
"714","x.g13.w109_male_hypothalamus_inc.d9","x.g13.w109","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9","charcterization"
"715","x.g13.w109_male_pituitary_inc.d9","x.g13.w109","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9","charcterization"
"716","x.g14.w199_male_gonad_inc.d17","x.g14.w199","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17","charcterization"
"717","x.g14.w199_male_hypothalamus_inc.d17","x.g14.w199","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17","charcterization"
"718","x.g14.w199_male_pituitary_inc.d17","x.g14.w199","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17","charcterization"
"719","x.g147.blu28_male_gonad_inc.d3","x.g147.blu28","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3","charcterization"
"720","x.g147.blu28_male_hypothalamus_inc.d3","x.g147.blu28","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3","charcterization"
"721","x.g147.blu28_male_pituitary_inc.d3","x.g147.blu28","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3","charcterization"
"722","x.g26_female_gonad_m.inc.d8","x.g26","female","gonads","early","chicks","early","female.gonads.early","charcterization"
"723","x.g26_female_hypothalamus_m.inc.d8","x.g26","female","hypothalamus","early","chicks","early","female.hypothalamus.early","charcterization"
"724","x.g26_female_pituitary_m.inc.d8","x.g26","female","pituitary","early","chicks","early","female.pituitary.early","charcterization"
"725","x.g37_female_gonad_n5","x.g37","female","gonads","n5","chicks","late","female.gonads.n5","charcterization"
"726","x.g37_female_hypothalamus_n5","x.g37","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5","charcterization"
"727","x.g37_female_pituitary_n5","x.g37","female","pituitary","n5","chicks","late","female.pituitary.n5","charcterization"
"728","x.g4.w50_female_gonad_n9","x.g4.w50","female","gonads","n9","chicks","late","female.gonads.n9","charcterization"
"729","x.g4.w50_female_hypothalamus_n9","x.g4.w50","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9","charcterization"
"730","x.g4.w50_female_pituitary_n9","x.g4.w50","female","pituitary","n9","chicks","late","female.pituitary.n9","charcterization"
"731","x.g43_female_gonad_n5","x.g43","female","gonads","n5","chicks","late","female.gonads.n5","charcterization"
"732","x.g43_female_hypothalamus_n5","x.g43","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5","charcterization"
"733","x.g43_female_pituitary_n5","x.g43","female","pituitary","n5","chicks","late","female.pituitary.n5","charcterization"
"734","x.g49_female_gonad_n5","x.g49","female","gonads","n5","chicks","late","female.gonads.n5","charcterization"
"735","x.g49_female_hypothalamus_n5","x.g49","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5","charcterization"
"736","x.g49_female_pituitary_n5.NYNO","x.g49","female","pituitary","n5","chicks","late","female.pituitary.n5","charcterization"
"737","x.g5.w79_male_gonad_m.inc.d3","x.g5.w79","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3","manipulation"
"738","x.g5.w79_male_hypothalamus_m.inc.d3","x.g5.w79","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3","manipulation"
"739","x.g5.w79_male_pituitary_m.inc.d3","x.g5.w79","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3","manipulation"
"740","x.g50_female_gonad_inc.prolong","x.g50","female","gonads","prolong","eggs","late","female.gonads.prolong","manipulation"
"741","x.g50_female_hypothalamus_inc.prolong","x.g50","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong","manipulation"
"742","x.g50_female_pituitary_inc.prolong","x.g50","female","pituitary","prolong","eggs","late","female.pituitary.prolong","manipulation"
"743","x.g70_male_gonad_hatch","x.g70","male","gonads","hatch","chicks","late","male.gonads.hatch","charcterization"
"744","x.g70_male_hypothalamus_hatch","x.g70","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch","charcterization"
"745","x.g70_male_pituitary_hatch","x.g70","male","pituitary","hatch","chicks","late","male.pituitary.hatch","charcterization"
"746","x.g9.o166_female_gonad_inc.d9.NYNO","x.g9.o166","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9","charcterization"
"747","x.g9.o166_female_hypothalamus_inc.d9","x.g9.o166","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9","charcterization"
"748","x.g9.o166_female_pituitary_inc.d9.NYNO","x.g9.o166","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9","charcterization"
"749","x.o117_male_gonad_m.inc.d9","x.o117","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9","manipulation"
"750","x.o117_male_hypothalamus_m.inc.d9","x.o117","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9","manipulation"
"751","x.o117_male_pituitary_m.inc.d9","x.o117","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9","manipulation"
"752","x.o159.w90_female_gonad_inc.d17","x.o159.w90","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17","charcterization"
"753","x.o159.w90_female_hypothalamus_inc.d17","x.o159.w90","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17","charcterization"
"754","x.o159.w90_female_pituitary_inc.d17","x.o159.w90","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17","charcterization"
"755","x.o160.w102_male_gonad_hatch","x.o160.w102","male","gonads","hatch","chicks","late","male.gonads.hatch","charcterization"
"756","x.o160.w102_male_hypothalamus_hatch","x.o160.w102","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch","charcterization"
"757","x.o160.w102_male_pituitary_hatch","x.o160.w102","male","pituitary","hatch","chicks","late","male.pituitary.hatch","charcterization"
"758","x.o163.w101_male_gonad_inc.d3","x.o163.w101","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3","charcterization"
"759","x.o163.w101_male_hypothalamus_inc.d3","x.o163.w101","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3","charcterization"
"760","x.o163.w101_male_pituitary_inc.d3.NYNO","x.o163.w101","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3","charcterization"
"761","x.o164.w123_male_gonad_n5","x.o164.w123","male","gonads","n5","chicks","late","male.gonads.n5","charcterization"
"762","x.o164.w123_male_hypothalamus_n5","x.o164.w123","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5","charcterization"
"763","x.o164.w123_male_pituitary_n5.NYNO","x.o164.w123","male","pituitary","n5","chicks","late","male.pituitary.n5","charcterization"
"764","x.o171.w45_female_gonad_m.hatch","x.o171.w45","female","gonads","m.n2","nest","late","female.gonads.m.n2","manipulation"
"765","x.o171.w45_female_hypothalamus_m.hatch","x.o171.w45","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2","manipulation"
"766","x.o171.w45_female_pituitary_m.hatch","x.o171.w45","female","pituitary","m.n2","nest","late","female.pituitary.m.n2","manipulation"
"767","x.o175.g21_female_gonad_n5","x.o175.g21","female","gonads","n5","chicks","late","female.gonads.n5","charcterization"
"768","x.o175.g21_female_hypothalamus_n5","x.o175.g21","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5","charcterization"
"769","x.o175.g21_female_pituitary_n5","x.o175.g21","female","pituitary","n5","chicks","late","female.pituitary.n5","charcterization"
"770","x.o2_male_gonad_n9","x.o2","male","gonads","n9","chicks","late","male.gonads.n9","charcterization"
"771","x.o2_male_hypothalamus_n9","x.o2","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9","charcterization"
"772","x.o2_male_pituitary_n9","x.o2","male","pituitary","n9","chicks","late","male.pituitary.n9","charcterization"
"773","x.o30.g134_male_gonad_bldg","x.o30.g134","male","gonads","bldg","nest","early","male.gonads.bldg","charcterization"
"774","x.o30.g134_male_hypothalamus_bldg","x.o30.g134","male","hypothalamus","bldg","nest","early","male.hypothalamus.bldg","charcterization"
"775","x.o30.g134_male_pituitary_bldg","x.o30.g134","male","pituitary","bldg","nest","early","male.pituitary.bldg","charcterization"
"776","x.o37.blu50_female_gonad_hatch","x.o37.blu50","female","gonads","hatch","chicks","late","female.gonads.hatch","charcterization"
"777","x.o37.blu50_female_hypothalamus_hatch.NYNO","x.o37.blu50","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch","charcterization"
"778","x.o37.blu50_female_pituitary_hatch","x.o37.blu50","female","pituitary","hatch","chicks","late","female.pituitary.hatch","charcterization"
"779","x.o40.r70_male_gonad_m.inc.d17","x.o40.r70","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17","manipulation"
"780","x.o40.r70_male_hypothalamus_m.inc.d17","x.o40.r70","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17","manipulation"
"781","x.o40.r70_male_pituitary_m.inc.d17","x.o40.r70","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17","manipulation"
"782","x.o47.y82_male_gonad_inc.d9","x.o47.y82","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9","charcterization"
"783","x.o47.y82_male_hypothalamus_inc.d9","x.o47.y82","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9","charcterization"
"784","x.o47.y82_male_pituitary_inc.d9","x.o47.y82","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9","charcterization"
"785","x.o4_male_gonad_m.hatch","x.o4","male","gonads","m.n2","nest","late","male.gonads.m.n2","manipulation"
"786","x.o4_male_hypothalamus_m.hatch","x.o4","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2","manipulation"
"787","x.o4_male_pituitary_m.hatch","x.o4","male","pituitary","m.n2","nest","late","male.pituitary.m.n2","manipulation"
"788","x.o61_female_gonad_extend.hatch","x.o61","female","gonads","extend","chicks","late","female.gonads.extend","manipulation"
"789","x.o61_female_hypothalamus_extend.hatch","x.o61","female","hypothalamus","extend","chicks","late","female.hypothalamus.extend","manipulation"
"790","x.o61_female_pituitary_extend.hatch","x.o61","female","pituitary","extend","chicks","late","female.pituitary.extend","manipulation"
"791","x.o68_male_gonad_n5","x.o68","male","gonads","n5","chicks","late","male.gonads.n5","charcterization"
"792","x.o68_male_hypothalamus_n5","x.o68","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5","charcterization"
"793","x.o68_male_pituitary_n5","x.o68","male","pituitary","n5","chicks","late","male.pituitary.n5","charcterization"
"794","x.o70_female_gonad_n5","x.o70","female","gonads","n5","chicks","late","female.gonads.n5","charcterization"
"795","x.o70_female_hypothalamus_n5.NYNO","x.o70","female","hypothalamus","n5","chicks","late","female.hypothalamus.n5","charcterization"
"796","x.o70_female_pituitary_n5","x.o70","female","pituitary","n5","chicks","late","female.pituitary.n5","charcterization"
"797","x.r10.w18_male_gonad_m.inc.d17","x.r10.w18","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17","manipulation"
"798","x.r10.w18_male_hypothalamus_m.inc.d17","x.r10.w18","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17","manipulation"
"799","x.r10.w18_male_pituitary_m.inc.d17","x.r10.w18","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17","manipulation"
"800","x.r178_male_gonad_hatch","x.r178","male","gonads","hatch","chicks","late","male.gonads.hatch","charcterization"
"801","x.r178_male_hypothalamus_hatch","x.r178","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch","charcterization"
"802","x.r178_male_pituitary_hatch","x.r178","male","pituitary","hatch","chicks","late","male.pituitary.hatch","charcterization"
"803","x.r180_female_gonad_m.inc.d3","x.r180","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3","manipulation"
"804","x.r180_female_hypothalamus_m.inc.d3","x.r180","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3","manipulation"
"805","x.r180_female_pituitary_m.inc.d3","x.r180","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3","manipulation"
"806","x.r181_male_gonad_n5","x.r181","male","gonads","n5","chicks","late","male.gonads.n5","charcterization"
"807","x.r181_male_hypothalamus_n5","x.r181","male","hypothalamus","n5","chicks","late","male.hypothalamus.n5","charcterization"
"808","x.r181_male_pituitary_n5","x.r181","male","pituitary","n5","chicks","late","male.pituitary.n5","charcterization"
"809","x.r185_male_gonad_m.inc.d3","x.r185","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3","manipulation"
"810","x.r185_male_hypothalamus_m.inc.d3","x.r185","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3","manipulation"
"811","x.r185_male_pituitary_m.inc.d3","x.r185","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3","manipulation"
"812","x.r29.w96_male_gonad_inc.d17","x.r29.w96","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17","charcterization"
"813","x.r29.w96_male_hypothalamus_inc.d17","x.r29.w96","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17","charcterization"
"814","x.r29.w96_male_pituitary_inc.d17","x.r29.w96","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17","charcterization"
"815","x.r33.w183_female_gonad_inc.d3","x.r33.w183","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3","charcterization"
"816","x.r33.w183_female_hypothalamus_inc.d3","x.r33.w183","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3","charcterization"
"817","x.r33.w183_female_pituitary_inc.d3","x.r33.w183","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3","charcterization"
"818","x.r39.g10_female_gonad_bldg","x.r39.g10","female","gonads","bldg","nest","early","female.gonads.bldg","charcterization"
"819","x.r39.g10_female_hypothalamus_bldg","x.r39.g10","female","hypothalamus","bldg","nest","early","female.hypothalamus.bldg","charcterization"
"820","x.r39.g10_female_pituitary_bldg","x.r39.g10","female","pituitary","bldg","nest","early","female.pituitary.bldg","charcterization"
"821","x.r44.w95_female_gonad_hatch","x.r44.w95","female","gonads","hatch","chicks","late","female.gonads.hatch","charcterization"
"822","x.r44.w95_female_hypothalamus_hatch","x.r44.w95","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch","charcterization"
"823","x.r44.w95_female_pituitary_hatch","x.r44.w95","female","pituitary","hatch","chicks","late","female.pituitary.hatch","charcterization"
"824","x.r48.y139_female_gonad_inc.d17","x.r48.y139","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17","charcterization"
"825","x.r48.y139_female_hypothalamus_inc.d17","x.r48.y139","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17","charcterization"
"826","x.r48.y139_female_pituitary_inc.d17.NYNO","x.r48.y139","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17","charcterization"
"827","x.r50.w97_female_gonad_n5","x.r50.w97","female","gonads","n5","chicks","late","female.gonads.n5","charcterization"
