"","bird","horm.id","rnaseq.id","sex","tissue","treatment","external","internal","group"
"605","y85.r71.x","y85/r71-x","y85.r71.x_female_pituitary_m.inc.d17","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17"
"606","g.o.y.s037","g/o-y/s","g.o.y.s037_male_gonad_m.inc.d17","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17"
"607","g.o.y.s037","g/o-y/s","g.o.y.s037_male_hypothalamus_m.inc.d17","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17"
"608","g.o.y.s037","g/o-y/s","g.o.y.s037_male_pituitary_m.inc.d17","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17"
"609","g32.blu79","g32-blu79","g32.blu79_male_gonad_m.inc.d17","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17"
"610","g32.blu79","g32-blu79","g32.blu79_male_hypothalamus_m.inc.d17","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17"
"611","g32.blu79","g32-blu79","g32.blu79_male_pituitary_m.inc.d17","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17"
"612","l.s024.y.g","l/s-y/g","l.s024.y.g_male_gonad_m.inc.d17","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17"
"613","l.s024.y.g","l/s-y/g","l.s024.y.g_male_hypothalamus_m.inc.d17","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17"
"614","l.s024.y.g","l/s-y/g","l.s024.y.g_male_pituitary_m.inc.d17","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17"
"615","o59.blu64","o59-blu64","o59.blu64_male_gonad_m.inc.d17","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17"
"616","o59.blu64","o59-blu64","o59.blu64_male_hypothalamus_m.inc.d17","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17"
"617","o59.blu64","o59-blu64","o59.blu64_male_pituitary_m.inc.d17","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17"
"618","s064.g.blk.pu","s/g-blk/pu","s064.g.blk.pu_male_gonad_m.inc.d17","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17"
"619","s064.g.blk.pu","s/g-blk/pu","s064.g.blk.pu_male_hypothalamus_m.inc.d17","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17"
"620","s064.g.blk.pu","s/g-blk/pu","s064.g.blk.pu_male_pituitary_m.inc.d17","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17"
"621","s096.g.blk.pk","s/g-blk/pk","s096.g.blk.pk_male_gonad_m.inc.d17","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17"
"622","s096.g.blk.pk","s/g-blk/pk","s096.g.blk.pk_male_hypothalamus_m.inc.d17","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17"
"623","s096.g.blk.pk","s/g-blk/pk","s096.g.blk.pk_male_pituitary_m.inc.d17","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17"
"624","x.o40.r70","x-o40/r70","x.o40.r70_male_gonad_m.inc.d17","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17"
"625","x.o40.r70","x-o40/r70","x.o40.r70_male_hypothalamus_m.inc.d17","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17"
"626","x.o40.r70","x-o40/r70","x.o40.r70_male_pituitary_m.inc.d17","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17"
"627","x.r10.w18","x-r10/w18","x.r10.w18_male_gonad_m.inc.d17","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17"
"628","x.r10.w18","x-r10/w18","x.r10.w18_male_hypothalamus_m.inc.d17","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17"
"629","x.r10.w18","x-r10/w18","x.r10.w18_male_pituitary_m.inc.d17","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17"
"630","y148.w81.g145","y148/w81-g145","y148.w81.g145_male_gonad_m.inc.d17","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17"
"631","y148.w81.g145","y148/w81-g145","y148.w81.g145_male_hypothalamus_m.inc.d17","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17"
"632","y148.w81.g145","y148/w81-g145","y148.w81.g145_male_pituitary_m.inc.d17","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17"
"633","y4.x","y4-x","y4.x_male_gonad_m.inc.d17","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17"
"634","y4.x","y4-x","y4.x_male_hypothalamus_m.inc.d17","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17"
"635","y4.x","y4-x","y4.x_male_pituitary_m.inc.d17","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17"
"636","blk.s049.y.g","blk/s-y/g","blk.s049.y.g_female_gonad_m.inc.d3","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3"
"637","blk.s049.y.g","blk/s-y/g","blk.s049.y.g_female_hypothalamus_m.inc.d3","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3"
"638","blk.s049.y.g","blk/s-y/g","blk.s049.y.g_female_pituitary_m.inc.d3","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3"
"639","blk.s060.pu.w","blk/s-pu/w","blk.s060.pu.w_female_gonad_m.inc.d3","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3"
"640","blk.s060.pu.w","blk/s-pu/w","blk.s060.pu.w_female_hypothalamus_m.inc.d3","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3"
"641","blk.s060.pu.w","blk/s-pu/w","blk.s060.pu.w_female_pituitary_m.inc.d3.NYNO","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3"
"642","blu56.o53","blu56-o53","blu56.o53_female_gonad_m.inc.d3","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3"
"643","blu56.o53","blu56-o53","blu56.o53_female_hypothalamus_m.inc.d3","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3"
"644","blu56.o53","blu56-o53","blu56.o53_female_pituitary_m.inc.d3","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3"
"645","d.s177.blk.r","d/s-blk/r","d.s177.blk.r_female_gonad_m.inc.d3","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3"
"646","d.s177.blk.r","d/s-blk/r","d.s177.blk.r_female_hypothalamus_m.inc.d3","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3"
"647","d.s177.blk.r","d/s-blk/r","d.s177.blk.r_female_pituitary_m.inc.d3","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3"
"648","g144.r54.x","g144/r54-x","g144.r54.x_female_gonad_m.inc.d3","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3"
"649","g144.r54.x","g144/r54-x","g144.r54.x_female_hypothalamus_m.inc.d3","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3"
"650","g144.r54.x","g144/r54-x","g144.r54.x_female_pituitary_m.inc.d3","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3"
"651","r.s035.y.blk","r/s-y/blk","r.s035.y.blk_female_gonad_m.inc.d3","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3"
"652","r.s035.y.blk","r/s-y/blk","r.s035.y.blk_female_hypothalamus_m.inc.d3","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3"
"653","r.s035.y.blk","r/s-y/blk","r.s035.y.blk_female_pituitary_m.inc.d3","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3"
"654","s069.pk.pu.g","s/pk-pu/g","s069.pk.pu.g_female_gonad_m.inc.d3","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3"
"655","s069.pk.pu.g","s/pk-pu/g","s069.pk.pu.g_female_hypothalamus_m.inc.d3","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3"
"656","s069.pk.pu.g","s/pk-pu/g","s069.pk.pu.g_female_pituitary_m.inc.d3","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3"
"657","s093.blk.y.d","s/blk-y/d","s093.blk.y.d_female_gonad_m.inc.d3","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3"
"658","s093.blk.y.d","s/blk-y/d","s093.blk.y.d_female_hypothalamus_m.inc.d3","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3"
"659","s093.blk.y.d","s/blk-y/d","s093.blk.y.d_female_pituitary_m.inc.d3","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3"
"660","s103.y.pk.blk","s/y-pk/blk","s103.y.pk.blk_female_gonad_m.inc.d3","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3"
"661","s103.y.pk.blk","s/y-pk/blk","s103.y.pk.blk_female_hypothalamus_m.inc.d3","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3"
"662","s103.y.pk.blk","s/y-pk/blk","s103.y.pk.blk_female_pituitary_m.inc.d3","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3"
"663","x.r180","x-r180","x.r180_female_gonad_m.inc.d3","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3"
"664","x.r180","x-r180","x.r180_female_hypothalamus_m.inc.d3","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3"
"665","x.r180","x-r180","x.r180_female_pituitary_m.inc.d3","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3"
"666","blk5.x","blk5-x","blk5.x_male_gonad_m.inc.d3","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3"
"667","blk5.x","blk5-x","blk5.x_male_hypothalamus_m.inc.d3","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3"
"668","blk5.x","blk5-x","blk5.x_male_pituitary_m.inc.d3","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3"
"669","d.s110.g.blk","d/s-g/blk","d.s110.g.blk_male_gonad_m.inc.d3","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3"
"670","d.s110.g.blk","d/s-g/blk","d.s110.g.blk_male_hypothalamus_m.inc.d3","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3"
"671","d.s110.g.blk","d/s-g/blk","d.s110.g.blk_male_pituitary_m.inc.d3","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3"
"672","g.blk.s041.r","g/blk-s/r","g.blk.s041.r_male_gonad_m.inc.d3","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3"
"673","g.blk.s041.r","g/blk-s/r","g.blk.s041.r_male_hypothalamus_m.inc.d3","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3"
"674","g.blk.s041.r","g/blk-s/r","g.blk.s041.r_male_pituitary_m.inc.d3","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3"
"675","o.s010.r.blk","o/s-r/blk","o.s010.r.blk_male_gonad_m.inc.d3","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3"
"676","o.s010.r.blk","o/s-r/blk","o.s010.r.blk_male_hypothalamus_m.inc.d3","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3"
"677","o.s010.r.blk","o/s-r/blk","o.s010.r.blk_male_pituitary_m.inc.d3","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3"
"678","s071.pu.g.pk","s/pu-g/pk","s071.pu.g.pk_male_gonad_m.inc.d3","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3"
"679","s071.pu.g.pk","s/pu-g/pk","s071.pu.g.pk_male_hypothalamus_m.inc.d3","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3"
"680","s071.pu.g.pk","s/pu-g/pk","s071.pu.g.pk_male_pituitary_m.inc.d3","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3"
"681","s139.l.blk.w","s/l-blk/w","s139.l.blk.w_male_gonad_m.inc.d3","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3"
"682","s139.l.blk.w","s/l-blk/w","s139.l.blk.w_male_hypothalamus_m.inc.d3","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3"
"683","s139.l.blk.w","s/l-blk/w","s139.l.blk.w_male_pituitary_m.inc.d3","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3"
"684","s175.blk.pu.pk","s/blk-pu/pk","s175.blk.pu.pk_male_gonad_m.inc.d3","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3"
"685","s175.blk.pu.pk","s/blk-pu/pk","s175.blk.pu.pk_male_hypothalamus_m.inc.d3","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3"
"686","s175.blk.pu.pk","s/blk-pu/pk","s175.blk.pu.pk_male_pituitary_m.inc.d3","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3"
"687","x.g5.w79","x-g5/w79","x.g5.w79_male_gonad_m.inc.d3","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3"
"688","x.g5.w79","x-g5/w79","x.g5.w79_male_hypothalamus_m.inc.d3","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3"
"689","x.g5.w79","x-g5/w79","x.g5.w79_male_pituitary_m.inc.d3","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3"
"690","x.r185","r185-x","x.r185_male_gonad_m.inc.d3","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3"
"691","x.r185","r185-x","x.r185_male_hypothalamus_m.inc.d3","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3"
"692","x.r185","r185-x","x.r185_male_pituitary_m.inc.d3","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3"
"693","y18.x","y18-X","y18.x_male_gonad_m.inc.d3","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3"
"694","y18.x","y18-X","y18.x_male_hypothalamus_m.inc.d3","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3"
"695","y18.x","y18-X","y18.x_male_pituitary_m.inc.d3","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3"
"696","blu63.g62","blu63-g62","blu63.g62_female_gonad_m.inc.d9","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9"
"697","blu63.g62","blu63-g62","blu63.g62_female_hypothalamus_m.inc.d9","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9"
"698","blu63.g62","blu63-g62","blu63.g62_female_pituitary_m.inc.d9","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9"
"699","d.r.blk.s159","d/r-blk/s","d.r.blk.s159_female_gonad_m.inc.d9","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9"
"700","d.r.blk.s159","d/r-blk/s","d.r.blk.s159_female_hypothalamus_m.inc.d9","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9"
"701","d.r.blk.s159","d/r-blk/s","d.r.blk.s159_female_pituitary_m.inc.d9","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9"
"702","g73.x","g73-x","g73.x_female_gonad_m.inc.d9","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9"
"703","g73.x","g73-x","g73.x_female_hypothalamus_m.inc.d9","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9"
"704","g73.x","g73-x","g73.x_female_pituitary_m.inc.d9","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9"
"705","o36.r62.x","o36/r62-x","o36.r62.x_female_gonad_m.inc.d9","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9"
"706","o36.r62.x","o36/r62-x","o36.r62.x_female_hypothalamus_m.inc.d9","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9"
"707","o36.r62.x","o36/r62-x","o36.r62.x_female_pituitary_m.inc.d9","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9"
"708","o45.g128.x","o45/g128-x","o45.g128.x_female_gonad_m.inc.d9.NYNO","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9"
"709","o45.g128.x","o45/g128-x","o45.g128.x_female_hypothalamus_m.inc.d9","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9"
"710","o45.g128.x","o45/g128-x","o45.g128.x_female_pituitary_m.inc.d9","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9"
"711","x.blu25","x-blu25","x.blu25_female_gonad_m.inc.d9","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9"
"712","x.blu25","x-blu25","x.blu25_female_hypothalamus_m.inc.d9","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9"
"713","x.blu25","x-blu25","x.blu25_female_pituitary_m.inc.d9","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9"
"714","x.r76","x-r76","x.r76_female_gonad_m.inc.d9","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9"
"715","x.r76","x-r76","x.r76_female_hypothalamus_m.inc.d9","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9"
"716","x.r76","x-r76","x.r76_female_pituitary_m.inc.d9","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9"
"717","y12.x","y12-x","y12.x_female_gonad_m.inc.d9","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9"
"718","y12.x","y12-x","y12.x_female_hypothalamus_m.inc.d9","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9"
"719","y12.x","y12-x","y12.x_female_pituitary_m.inc.d9","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9"
"720","l.s280.g.blk","l/s-g/blk","l.s280.g.blk_male_gonad_m.inc.d9","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9"
"721","l.s280.g.blk","l/s-g/blk","l.s280.g.blk_male_hypothalamus_m.inc.d9","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9"
"722","l.s280.g.blk","l/s-g/blk","l.s280.g.blk_male_pituitary_m.inc.d9","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9"
"723","o.d.s009","o/d-s","o.d.s009_male_gonad_m.inc.d9","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9"
"724","o.d.s009","o/d-s","o.d.s009_male_hypothalamus_m.inc.d9.NYNO","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9"
"725","o.d.s009","o/d-s","o.d.s009_male_pituitary_m.inc.d9","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9"
"726","r196.x","r196-x","r196.x_male_gonad_m.inc.d9","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9"
"727","r196.x","r196-x","r196.x_male_hypothalamus_m.inc.d9","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9"
"728","r196.x","r196-x","r196.x_male_pituitary_m.inc.d9","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9"
"729","r84.x",NA,"r84.x_male_gonad_m.inc.d9","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9"
"730","r84.x",NA,"r84.x_male_hypothalamus_m.inc.d9","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9"
"731","r84.x",NA,"r84.x_male_pituitary_m.inc.d9","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9"
"732","r85.g39","r85-g39","r85.g39_male_gonad_m.inc.d9.NYNO","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9"
"733","r85.g39","r85-g39","r85.g39_male_hypothalamus_m.inc.d9","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9"
"734","r85.g39","r85-g39","r85.g39_male_pituitary_m.inc.d9.NYNO","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9"
"735","x.o117","x-o117","x.o117_male_gonad_m.inc.d9","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9"
"736","x.o117","x-o117","x.o117_male_hypothalamus_m.inc.d9","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9"
"737","x.o117","x-o117","x.o117_male_pituitary_m.inc.d9","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9"
"738","y.w.blk","y/w-blk","y.w.blk_male_gonad_m.inc.d9","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9"
"739","y.w.blk","y/w-blk","y.w.blk_male_hypothalamus_m.inc.d9","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9"
"740","y.w.blk","y/w-blk","y.w.blk_male_pituitary_m.inc.d9","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9"
"741","y63.x","x-y63","y63.x_male_gonad_m.inc.d9","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9"
"742","y63.x","x-y63","y63.x_male_hypothalamus_m.inc.d9","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9"
"743","y63.x","x-y63","y63.x_male_pituitary_m.inc.d9","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9"
"744","blk.s032.g.w","blk/s-g/w","blk.s032.g.w_female_gonad_m.hatch","female","gonads","m.n2","nest","late","female.gonads.m.n2"
"745","blk.s032.g.w","blk/s-g/w","blk.s032.g.w_female_hypothalamus_m.hatch","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2"
"746","blk.s032.g.w","blk/s-g/w","blk.s032.g.w_female_pituitary_m.hatch","female","pituitary","m.n2","nest","late","female.pituitary.m.n2"
"747","blk0.x","blk0-x","blk0.x_female_gonad_m.n2","female","gonads","m.n2","nest","late","female.gonads.m.n2"
"748","blk0.x","blk0-x","blk0.x_female_hypothalamus_m.n2","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2"
"749","blk0.x","blk0-x","blk0.x_female_pituitary_m.n2","female","pituitary","m.n2","nest","late","female.pituitary.m.n2"
"750","g.s076.pk.r","g/s-pk/r","g.s076.pk.r_female_gonad_m.hatch","female","gonads","m.n2","nest","late","female.gonads.m.n2"
"751","g.s076.pk.r","g/s-pk/r","g.s076.pk.r_female_hypothalamus_m.hatch","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2"
"752","g.s076.pk.r","g/s-pk/r","g.s076.pk.r_female_pituitary_m.hatch","female","pituitary","m.n2","nest","late","female.pituitary.m.n2"
"753","l.s.w.d","l/s-w/d","l.s.w.d_female_gonad_m.hatch","female","gonads","m.n2","nest","late","female.gonads.m.n2"
"754","l.s.w.d","l/s-w/d","l.s.w.d_female_hypothalamus_m.hatch","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2"
"755","l.s.w.d","l/s-w/d","l.s.w.d_female_pituitary_m.hatch","female","pituitary","m.n2","nest","late","female.pituitary.m.n2"
"756","pk.s054.d.g","pk/s-d/g","pk.s054.d.g_female_gonad_m.hatch","female","gonads","m.n2","nest","late","female.gonads.m.n2"
"757","pk.s054.d.g","pk/s-d/g","pk.s054.d.g_female_hypothalamus_m.hatch","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2"
"758","pk.s054.d.g","pk/s-d/g","pk.s054.d.g_female_pituitary_m.hatch","female","pituitary","m.n2","nest","late","female.pituitary.m.n2"
"759","s333.y.blk.pk","s/y-blk/pk","s333.y.blk.pk_female_gonad_m.hatch","female","gonads","m.n2","nest","late","female.gonads.m.n2"
"760","s333.y.blk.pk","s/y-blk/pk","s333.y.blk.pk_female_hypothalamus_m.hatch","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2"
"761","s333.y.blk.pk","s/y-blk/pk","s333.y.blk.pk_female_pituitary_m.hatch","female","pituitary","m.n2","nest","late","female.pituitary.m.n2"
"762","x.blu96","x-blu96","x.blu96_female_gonad_m.n2","female","gonads","m.n2","nest","late","female.gonads.m.n2"
"763","x.blu96","x-blu96","x.blu96_female_hypothalamus_m.n2","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2"
"764","x.blu96","x-blu96","x.blu96_female_pituitary_m.n2","female","pituitary","m.n2","nest","late","female.pituitary.m.n2"
"765","x.o171.w45","x-o171/w45","x.o171.w45_female_gonad_m.hatch","female","gonads","m.n2","nest","late","female.gonads.m.n2"
"766","x.o171.w45","x-o171/w45","x.o171.w45_female_hypothalamus_m.hatch","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2"
"767","x.o171.w45","x-o171/w45","x.o171.w45_female_pituitary_m.hatch","female","pituitary","m.n2","nest","late","female.pituitary.m.n2"
"768","x.r74.o29","x-r74/o29","x.r74.o29_female_gonad_m.hatch","female","gonads","m.n2","nest","late","female.gonads.m.n2"
"769","x.r74.o29","x-r74/o29","x.r74.o29_female_hypothalamus_m.hatch","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2"
"770","x.r74.o29","x-r74/o29","x.r74.o29_female_pituitary_m.hatch","female","pituitary","m.n2","nest","late","female.pituitary.m.n2"
"771","y98.g54","y98-g54","y98.g54_female_gonad_m.hatch","female","gonads","m.n2","nest","late","female.gonads.m.n2"
"772","y98.g54","y98-g54","y98.g54_female_hypothalamus_m.hatch","female","hypothalamus","m.n2","nest","late","female.hypothalamus.m.n2"
"773","y98.g54","y98-g54","y98.g54_female_pituitary_m.hatch","female","pituitary","m.n2","nest","late","female.pituitary.m.n2"
"774","blu10.w26.x","blu110/w26-x","blu10.w26.x_male_gonad_m.hatch","male","gonads","m.n2","nest","late","male.gonads.m.n2"
"775","blu10.w26.x","blu110/w26-x","blu10.w26.x_male_hypothalamus_m.hatch","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2"
"776","blu10.w26.x","blu110/w26-x","blu10.w26.x_male_pituitary_m.hatch","male","pituitary","m.n2","nest","late","male.pituitary.m.n2"
"777","g.s075.pk.pu","g/s-pk/pu","g.s075.pk.pu_male_gonad_m.hatch","male","gonads","m.n2","nest","late","male.gonads.m.n2"
"778","g.s075.pk.pu","g/s-pk/pu","g.s075.pk.pu_male_hypothalamus_m.hatch","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2"
"779","g.s075.pk.pu","g/s-pk/pu","g.s075.pk.pu_male_pituitary_m.hatch","male","pituitary","m.n2","nest","late","male.pituitary.m.n2"
"780","g34.x","g34-x","g34.x_male_gonad_m.hatch.NYNO","male","gonads","m.n2","nest","late","male.gonads.m.n2"
"781","g34.x","g34-x","g34.x_male_hypothalamus_m.hatch","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2"
"782","g34.x","g34-x","g34.x_male_pituitary_m.hatch","male","pituitary","m.n2","nest","late","male.pituitary.m.n2"
"783","o3.x","o3-x","o3.x_male_gonad_m.n2","male","gonads","m.n2","nest","late","male.gonads.m.n2"
"784","o3.x","o3-x","o3.x_male_hypothalamus_m.n2","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2"
"785","o3.x","o3-x","o3.x_male_pituitary_m.n2","male","pituitary","m.n2","nest","late","male.pituitary.m.n2"
