"net$colors","gene"
"grey","ENS-1"
"turquoise","ENS-3"
"turquoise","ENSA"
"turquoise","ENTHD2"
"blue","ENTPD1"
"brown","ENTPD2"
"blue","ENTPD2L"
"grey","ENTPD3"
"turquoise","ENTPD4"
"turquoise","ENTPD5"
"turquoise","ENTPD6"
"turquoise","ENTPD7"
"turquoise","ENTPD8L"
"turquoise","ENY2"
"turquoise","EOGT"
"turquoise","EOMES"
"turquoise","EP300"
"turquoise","EPAS1"
"turquoise","EPB41"
"turquoise","EPB41L1"
"turquoise","EPB41L2"
"turquoise","EPB41L3"
"turquoise","EPB41L4A"
"turquoise","EPB41L4B"
"turquoise","EPB41L5"
"tan","EPB42"
"turquoise","EPC1"
"turquoise","EPC2"
"turquoise","EPCAM"
"turquoise","EPDR1"
"turquoise","EPG5"
"turquoise","EPGN"
"turquoise","EPHA1"
"turquoise","EPHA10"
"turquoise","EPHA2"
"turquoise","EPHA3"
"turquoise","EPHA4"
"turquoise","EPHA5"
"grey","EPHA6"
"turquoise","EPHA7"
"grey","EPHA8"
"turquoise","EPHB1"
"turquoise","EPHB2"
"turquoise","EPHB6"
"turquoise","EPHX1"
"turquoise","EPHX1L"
"turquoise","EPHX2"
"turquoise","EPHX4"
"turquoise","EPM2A"
"turquoise","EPN2"
"turquoise","EPN3"
"turquoise","EPPK1"
"turquoise","EPRS"
"turquoise","EPS15"
"turquoise","EPS15L1"
"turquoise","EPS8"
"turquoise","EPS8L2"
"cyan","EPSTI1"
"turquoise","EPT1"
"grey","EPYC"
"turquoise","ERAL1"
"turquoise","ERAP1"
"turquoise","ERBB2"
"turquoise","ERBB2IP"
"turquoise","ERBB3"
"turquoise","ERBB4"
"turquoise","ERC1"
"turquoise","ERC2"
"turquoise","ERCC3"
"turquoise","ERCC5"
"turquoise","ERCC6"
"turquoise","ERCC6L"
"turquoise","ERCC6L2"
"turquoise","ERCC8"
"green","EREG"
"turquoise","ERG"
"turquoise","ERGIC1"
"turquoise","ERGIC3"
"turquoise","ERH"
"turquoise","ERI1"
"red","ERI2"
"turquoise","ERI3"
"turquoise","ERICH1"
"turquoise","ERICH5"
"grey","ERICH6B"
"turquoise","ERLEC1"
"turquoise","ERLIN1"
"turquoise","ERLIN2"
"turquoise","ERMARD"
"pink","ERMN"
"turquoise","ERMP1"
"turquoise","ERN1"
"turquoise","ERO1L"
"turquoise","ERO1LB"
"turquoise","ERP27"
"turquoise","ERP29"
"turquoise","ERP44"
"turquoise","ERRFI1"
"turquoise","ESAM"
"turquoise","ESCO1"
"red","ESCO2"
"turquoise","ESD"
"turquoise","ESF1"
"turquoise","ESM1"
"turquoise","ESPL1"
"turquoise","ESPN"
"turquoise","ESR1"
"turquoise","ESR2"
"turquoise","ESRP1"
"turquoise","ESRP2"
"lightcyan","ESRRB"
"turquoise","ESRRG"
"turquoise","ESYT1"
"turquoise","ETAA1"
"turquoise","ETF1"
"turquoise","ETFA"
"turquoise","ETFB"
"turquoise","ETFDH"
"turquoise","ETNK1"
"pink","ETNK2"
"greenyellow","ETNPPL"
"turquoise","ETS1"
"turquoise","ETS2"
"turquoise","ETV1"
"turquoise","ETV3"
"turquoise","ETV5"
"turquoise","ETV6"
"cyan","ETV7"
"turquoise","EVA1A"
"turquoise","EVA1B"
"turquoise","EVA1C"
"turquoise","EVC"
"turquoise","EVC2"
"turquoise","EVI5"
"turquoise","EVL"
"turquoise","EVPL"
"turquoise","EWSR1"
"turquoise","EXD1"
"turquoise","EXD2"
"turquoise","EXD3"
"red","EXO1"
"turquoise","EXOC1"
"turquoise","EXOC2"
"turquoise","EXOC3"
"turquoise","EXOC3L1"
"grey","EXOC3L4"
"turquoise","EXOC4"
"turquoise","EXOC5"
"turquoise","EXOC6"
"turquoise","EXOC6B"
"turquoise","EXOC7"
"turquoise","EXOC8"
"turquoise","EXOG"
"turquoise","EXOSC1"
"turquoise","EXOSC10"
"turquoise","EXOSC2"
"turquoise","EXOSC3"
"turquoise","EXOSC4"
"turquoise","EXOSC5"
"turquoise","EXOSC6"
"turquoise","EXOSC7"
"turquoise","EXOSC8"
"turquoise","EXOSC9"
"turquoise","EXPH5"
"turquoise","EXT2"
"turquoise","EXTL2"
"turquoise","EXTL3"
"turquoise","EYA1"
"turquoise","EYA3"
"turquoise","EYA4"
"turquoise","EZH2"
"turquoise","EZR"
"turquoise","F10"
"red","F13A1"
"turquoise","F13B"
"turquoise","F2"
"turquoise","F2R"
"turquoise","F2RL1"
"turquoise","F2RL2"
"turquoise","F2RL3"
"brown","F3"
"turquoise","F5"
"turquoise","F8"
"turquoise","F8A3"
"grey","F9"
"pink","FA2H"
"turquoise","FAAH"
"turquoise","FAAH2"
"turquoise","FAAP100"
"turquoise","FABP2"
"turquoise","FABP3"
"grey","FABP4"
"black","FABP5"
"turquoise","FABP6"
"black","FABP7"
"turquoise","FADD"
"turquoise","FADS2"
"turquoise","FADS6"
"turquoise","FAF1"
"turquoise","FAF2"
"turquoise","FAH"
"turquoise","FAHD1"
"turquoise","FAHD2A"
"turquoise","FAIM"
"turquoise","FAIM2"
"turquoise","FAM101A"
"turquoise","FAM101B"
"turquoise","FAM102A"
"turquoise","FAM102B"
"turquoise","FAM103A1"
"turquoise","FAM104A"
"turquoise","FAM105A"
"turquoise","FAM105B"
"turquoise","FAM107A"
"turquoise","FAM107B"
"turquoise","FAM109A"
"turquoise","FAM109B"
"turquoise","FAM110A"
"turquoise","FAM110B"
"turquoise","FAM110C"
"turquoise","FAM110D"
"turquoise","FAM114A1"
"turquoise","FAM114A2"
"turquoise","FAM117B"
"turquoise","FAM118B"
"turquoise","FAM120A"
"turquoise","FAM120B"
"turquoise","FAM122A"
"turquoise","FAM122B"
"turquoise","FAM123A"
"brown","FAM124A"
"turquoise","FAM126A"
"turquoise","FAM126B"
"turquoise","FAM129A"
"turquoise","FAM129B"
"turquoise","FAM131A"
"turquoise","FAM131B"
"turquoise","FAM132A"
"turquoise","FAM133B"
"turquoise","FAM134A"
"turquoise","FAM134C"
"turquoise","FAM135A"
"magenta","FAM135B"
"turquoise","FAM136A"
"turquoise","FAM13A"
"turquoise","FAM13B"
"turquoise","FAM13C"
"turquoise","FAM149A"
"turquoise","FAM149B1"
"turquoise","FAM150B"
"turquoise","FAM154B"
"turquoise","FAM155A"
"turquoise","FAM155B"
"salmon","FAM159A"
"turquoise","FAM160A2"
"turquoise","FAM160B1"
"turquoise","FAM161A"
"turquoise","FAM161B"
"turquoise","FAM162A"
"turquoise","FAM162B"
"turquoise","FAM167A"
"turquoise","FAM167B"
"turquoise","FAM168A"
"turquoise","FAM168B"
"turquoise","FAM169A"
"turquoise","FAM169B"
"turquoise","FAM171A1"
"turquoise","FAM171B"
"turquoise","FAM172A"
"turquoise","FAM172BP"
"turquoise","FAM173A"
"turquoise","FAM173B"
"turquoise","FAM174A"
"turquoise","FAM174B"
"turquoise","FAM175A"
"turquoise","FAM175B"
"turquoise","FAM177A1"
"turquoise","FAM178A"
"turquoise","FAM179A"
"turquoise","FAM179B"
"turquoise","FAM180A"
"turquoise","FAM180B"
"turquoise","FAM181A"
"turquoise","FAM181B"
"grey","FAM183A"
"turquoise","FAM184A"
"turquoise","FAM184B"
"turquoise","FAM185A"
"turquoise","FAM188A"
"turquoise","FAM188B"
"turquoise","FAM189A1"
"turquoise","FAM189A2"
"turquoise","FAM189B"
"turquoise","FAM18B1"
"turquoise","FAM192A"
"turquoise","FAM193A"
"turquoise","FAM193B"
"turquoise","FAM194A"
"turquoise","FAM195A"
"turquoise","FAM195B"
"turquoise","FAM196A"
"turquoise","FAM196B"
"grey","FAM198B"
"turquoise","FAM199X"
"turquoise","FAM19A1"
"turquoise","FAM19A2"
"grey","FAM19A4"
"turquoise","FAM19A5"
"turquoise","FAM204A"
"turquoise","FAM206A"
"turquoise","FAM207A"
"turquoise","FAM208A"
"turquoise","FAM208B"
"turquoise","FAM20A"
"turquoise","FAM20B"
"turquoise","FAM20C"
"turquoise","FAM210A"
"turquoise","FAM210B"
"turquoise","FAM212A"
"turquoise","FAM212B"
"turquoise","FAM213A"
"turquoise","FAM214A"
"turquoise","FAM217B"
"turquoise","FAM219A"
"turquoise","FAM219B"
"turquoise","FAM21A"
"turquoise","FAM221A"
"turquoise","FAM222A"
"turquoise","FAM222B"
"turquoise","FAM228"
"purple","FAM229A"
"magenta","FAM26D"
"turquoise","FAM26E"
"blue","FAM26F"
"turquoise","FAM32A"
"turquoise","FAM35A"
"turquoise","FAM38A"
"turquoise","FAM38B"
"turquoise","FAM3B"
"turquoise","FAM3C"
"grey","FAM3D"
"grey","FAM40B"
"turquoise","FAM43A"
"turquoise","FAM43B"
"turquoise","FAM45A"
"turquoise","FAM46A"
"turquoise","FAM46B"
"turquoise","FAM46C"
"turquoise","FAM46D"
"turquoise","FAM49A"
"turquoise","FAM49B"
"turquoise","FAM53A"
"turquoise","FAM53B"
"turquoise","FAM57A"
"turquoise","FAM60A"
"turquoise","FAM63B"
"turquoise","FAM64A"
"turquoise","FAM65A"
"tan","FAM65C"
"turquoise","FAM69A"
"turquoise","FAM69B"
"turquoise","FAM69C"
"purple","FAM71BL"
"turquoise","FAM73A"
"turquoise","FAM76A"
"turquoise","FAM76B"
"turquoise","FAM78A"
"turquoise","FAM78B"
"brown","FAM81A"
"turquoise","FAM83A"
"magenta","FAM83B"
"turquoise","FAM83C"
"turquoise","FAM83D"
"turquoise","FAM83F"
"turquoise","FAM83G"
"turquoise","FAM84A"
"turquoise","FAM84B"
"turquoise","FAM86A"
"turquoise","FAM89A"
"turquoise","FAM8A1"
"turquoise","FAM91A1"
"turquoise","FAM92A1"
"turquoise","FAM96A"
"turquoise","FAM96B"
"turquoise","FAM98A"
"turquoise","FAM98B"
"turquoise","FAN1"
"turquoise","FANCA"
"turquoise","FANCB"
"red","FANCC"
"turquoise","FANCD2"
"turquoise","FANCF"
"turquoise","FANCI"
"turquoise","FANCL"
"turquoise","FANCM"
"grey","FAP"
"turquoise","FAR1"
"brown","FAR2"
"turquoise","FARP1"
"turquoise","FARP2"
"turquoise","FARS2"
"turquoise","FARSA"
"turquoise","FARSB"
"blue","FAS"
"turquoise","FASLG"
"turquoise","FASN"
"turquoise","FASTK"
"turquoise","FASTKD1"
"turquoise","FASTKD2"
"turquoise","FASTKD3"
"turquoise","FASTKD5"
"turquoise","FAT1"
"turquoise","FAT2"
"brown","FAT3"
"turquoise","FAT4"
"turquoise","FAXC"
"turquoise","FAXDC2"
"turquoise","FBL12"
"turquoise","FBLIM1"
"turquoise","FBLN1"
"turquoise","FBLN2"
"turquoise","FBLN5"
"turquoise","FBLN7"
"turquoise","FBN1"
"turquoise","FBN2"
"turquoise","FBN3"
"turquoise","FBP1"
"yellow","FBP2"
"turquoise","FBRSL1"
"turquoise","FBXL12"
"turquoise","FBXL13"
"turquoise","FBXL14"
"turquoise","FBXL16"
"turquoise","FBXL17"
"turquoise","FBXL18"
"turquoise","FBXL2"
"turquoise","FBXL20"
"turquoise","FBXL21"
"turquoise","FBXL3"
"magenta","FBXL4"
"turquoise","FBXL5"
"turquoise","FBXL7"
"turquoise","FBXO11"
"turquoise","FBXO15"
"turquoise","FBXO16"
"turquoise","FBXO18"
"turquoise","FBXO2"
"turquoise","FBXO21"
"turquoise","FBXO22"
"turquoise","FBXO25"
"turquoise","FBXO28"
"turquoise","FBXO3"
"turquoise","FBXO32"
"turquoise","FBXO33"
"turquoise","FBXO34"
"turquoise","FBXO39"
"turquoise","FBXO4"
"turquoise","FBXO40"
"turquoise","FBXO42"
"purple","FBXO43"
"turquoise","FBXO45"
"turquoise","FBXO46"
"grey","FBXO47"
"turquoise","FBXO48"
"red","FBXO5"
"turquoise","FBXO7"
"turquoise","FBXO8"
"turquoise","FBXO9"
"grey","FBXW10"
"turquoise","FBXW2"
"turquoise","FBXW4"
"turquoise","FBXW5"
"turquoise","FBXW8"
"turquoise","FBXW9"
"blue","FCER1G"
"turquoise","FCF1"
"turquoise","FCGBP"
"turquoise","FCHO1"
"turquoise","FCHO2"
"turquoise","FCHSD1"
"turquoise","FCHSD2"
"turquoise","FCN2"
"turquoise","FDFT1"
"turquoise","FDPS"
"turquoise","FDX1"
"grey","FDX1L"
"turquoise","FDXACB1"
"turquoise","FDXR"
"tan","FECH"
"turquoise","FEM1A"
"turquoise","FEM1B"
"turquoise","FEM1C"
"turquoise","FEN1"
"turquoise","FER"
"turquoise","FER1L4"
"turquoise","FER1L6"
"turquoise","FERMT1"
"blue","FES"
"turquoise","FETUB"
"turquoise","FEV"
"turquoise","FEZ1"
"salmon","FEZF2"
"turquoise","FFAR4"
"grey","FGB"
"turquoise","FGD3"
"turquoise","FGD4"
"turquoise","FGD5"
"brown","FGD6"
"black","FGF1"
"turquoise","FGF10"
"turquoise","FGF12"
"turquoise","FGF13"
"turquoise","FGF14"
"turquoise","FGF18"
"pink","FGF19"
"turquoise","FGF2"
"salmon","FGF3"
"turquoise","FGF5"
"red","FGF6"
"turquoise","FGF7"
"turquoise","FGF8"
"turquoise","FGF9"
"grey","FGFBP1"
"turquoise","FGFBP2"
"grey","FGFBP3"
"turquoise","FGFR1"
"turquoise","FGFR1OP"
"turquoise","FGFR1OP2"
"turquoise","FGFR2"
"turquoise","FGFR3"
"turquoise","FGFR4"
"turquoise","FGFRL1"
"grey","FGG"
"turquoise","FGGY"
"turquoise","FGL1"
"blue","FGL2"
"turquoise","FH"
"turquoise","FHDC1"
"turquoise","FHIT"
"yellow","FHL1"
"turquoise","FHL2"
"turquoise","FHL5"
"turquoise","FHOD1"
"turquoise","FHOD3"
"grey","FIBCD1"
"turquoise","FIBIN"
"turquoise","FIBP"
"turquoise","FICD"
"turquoise","FIG4"
"turquoise","FIGF"
"grey","FIGLA"
"turquoise","FIGN"
"turquoise","FIGNL1"
"grey","FIGNL2"
"yellow","FILIP1"
"turquoise","FILIP1L"
"turquoise","FIP1L1"
"turquoise","FITM2"
"turquoise","FJX1"
"turquoise","FKBP10"
"red","FKBP11"
"turquoise","FKBP14"
"turquoise","FKBP15"
"turquoise","FKBP1A"
"turquoise","FKBP1B"
"turquoise","FKBP3"
"turquoise","FKBP4"
"turquoise","FKBP5"
"greenyellow","FKBP6"
"turquoise","FKBP7"
"turquoise","FKBP8"
"turquoise","FKBP9"
"turquoise","FKRP"
"turquoise","FKTN"
"turquoise","FLAD1"
"turquoise","FLI1"
"turquoise","FLII"
"turquoise","FLNB"
"turquoise","FLOT1"
"turquoise","FLOT2"
"grey","FLRT1"
"turquoise","FLRT2"
"turquoise","FLRT3"
"turquoise","FLT1"
"turquoise","FLT4"
"turquoise","FLVCR1"
"turquoise","FLVCR2"
"green","FMN1"
"turquoise","FMN2"
"turquoise","FMNL2"
"grey","FMO5"
"brown","FMOD"
"turquoise","FMR1"
"turquoise","FMR1NB"
"turquoise","FN1"
"turquoise","FN3K"
"turquoise","FN3KRP"
"turquoise","FNBP1"
"turquoise","FNBP1L"
"turquoise","FNBP4"
"turquoise","FNDC1"
"turquoise","FNDC3A"
"turquoise","FNDC3B"
"turquoise","FNDC4"
"turquoise","FNDC5"
"turquoise","FNDC7"
"grey","FNDC9"
"turquoise","FNIP1"
"turquoise","FNTB"
"turquoise","FOCAD"
"turquoise","FOLH1"
"green","FOLR1"
"turquoise","FOPNL"
"turquoise","FOS"
"red","FOSL2"
"turquoise","FOXA1"
"grey","FOXA2"
"green","FOXC1"
"turquoise","FOXC2"
"turquoise","FOXD1"
"grey","FOXD3"
"turquoise","FOXF2"
"turquoise","FOXG1"
"turquoise","FOXI1"
"turquoise","FOXJ1"
"turquoise","FOXJ2"
"turquoise","FOXK1"
"turquoise","FOXK2"
"turquoise","FOXL2"
"red","FOXM1"
"grey","FOXN1"
"turquoise","FOXN2"
"turquoise","FOXN3"
"turquoise","FOXN4"
"turquoise","FOXO1"
"turquoise","FOXO3"
"turquoise","FOXO4"
"turquoise","FOXP1"
"turquoise","FOXP2"
"turquoise","FOXP4L"
"turquoise","FOXRED1"
"turquoise","FOXRED2"
"purple","FP325317.1"
"turquoise","FPGS"
"turquoise","FPGT"
"turquoise","FRA10AC1"
"turquoise","FRAS1"
"turquoise","FREM1"
"grey","FREM2"
"turquoise","FREM3"
"turquoise","FRG1"
"grey","FRK"
"turquoise","FRMD1"
"turquoise","FRMD3"
"turquoise","FRMD4B"
"turquoise","FRMD5"
"turquoise","FRMD6"
"grey","FRMD7"
"turquoise","FRMD8"
"turquoise","FRMPD1"
"black","FRMPD2"
"turquoise","FRMPD3"
"turquoise","FRMPD4"
"turquoise","FRRS1"
"turquoise","FRRS1L"
"turquoise","FRS2"
"turquoise","FRS3"
"turquoise","FRY"
"turquoise","FRYL"
"turquoise","FRZB"
"turquoise","FSBP"
"turquoise","FSCN1"
"turquoise","FSCN2"
"turquoise","FSD1L"
"yellow","FSD2"
"turquoise","FSHB"
"turquoise","FSHR"
"turquoise","FSIP1"
"turquoise","FST"
"turquoise","FSTL1"
"turquoise","FSTL3"
"turquoise","FSTL4"
"grey","FTCD"
"turquoise","FTH1"
"turquoise","FTL"
"turquoise","FTO"
"turquoise","FTSJ1"
"turquoise","FTSJ2"
"turquoise","FTSJ3"
"turquoise","FUBP1"
"turquoise","FUBP3"
"turquoise","FUCA1"
"turquoise","FUCA2"
"turquoise","FUK"
"turquoise","FUNDC1"
"turquoise","FUNDC2"
"turquoise","FURIN"
"turquoise","FUS"
"turquoise","FUT11"
"turquoise","FUT4"
"blue","FUT7"
"turquoise","FUT8"
"turquoise","FUT9"
"turquoise","FXN"
"turquoise","FXR1"
"turquoise","FXYD2"
"brown","FXYD6"
"blue","FYB"
"turquoise","FYCO1"
"turquoise","FYN"
"turquoise","FYTTD1"
"turquoise","FYTTD1L"
"turquoise","FZD1"
"turquoise","FZD10"
"turquoise","FZD3"
"turquoise","FZD4"
"turquoise","FZD6"
"turquoise","FZD7"
"turquoise","FZD8"
"turquoise","FZD9"
"turquoise","FZR1"
"yellow","G0S2"
"turquoise","G2E3"
"turquoise","G3BP1"
"turquoise","G3BP2"
"turquoise","G6PC2"
"turquoise","G6PC3"
"turquoise","GAA"
"turquoise","GAB1"
"turquoise","GAB2"
"turquoise","GAB3"
"turquoise","GABARAPL1"
"turquoise","GABARAPL2"
"brown","GABBR2"
"turquoise","GABPA"
"turquoise","GABPB1"
"turquoise","GABRA1"
"greenyellow","GABRA2"
"black","GABRA3"
"brown","GABRA4"
"brown","GABRA5"
"turquoise","GABRB3"
"turquoise","GABRD"
"turquoise","GABRE"
"turquoise","GABRG1"
"turquoise","GABRG2"
"turquoise","GABRG3"
"turquoise","GABRP"
"black","GABRQ"
"greenyellow","GABRR1"
"turquoise","GABRR3"
"black","GAD1"
"black","GAD2"
"turquoise","GADD45A"
"turquoise","GADD45B"
"turquoise","GADL1"
"turquoise","GAK"
"grey","GAL"
"turquoise","GAL3ST2"
"turquoise","GAL3ST4"
"turquoise","GALC"
"turquoise","GALE"
"turquoise","GALK1"
"turquoise","GALK2"
"turquoise","GALM"
"turquoise","GALNS"
"turquoise","GALNT1"
"turquoise","GALNT10"
"turquoise","GALNT11"
"turquoise","GALNT12"
"turquoise","GALNT13"
"turquoise","GALNT14"
"turquoise","GALNT15"
"turquoise","GALNT16"
"turquoise","GALNT18"
"turquoise","GALNT2"
"turquoise","GALNT3"
"turquoise","GALNT5"
"turquoise","GALNT6"
"turquoise","GALNT7"
"turquoise","GALNT9"
"turquoise","GALR1"
"black","GALR2"
"black","GALR3"
"turquoise","GALT"
"turquoise","GAMT"
"magenta","GAN"
"turquoise","GANC"
"brown","GAP43"
"turquoise","GAPDH"
"turquoise","GAPVD1"
"turquoise","GAR1"
"turquoise","GAREM"
"salmon","GAREML"
"turquoise","GARNL3"
"turquoise","GARS"
"turquoise","GART"
"turquoise","GAS1"
"turquoise","GAS2"
"lightcyan","GAS2L2"
"red","GAS2L3"
"turquoise","GAS6"
"turquoise","GAS7"
"turquoise","GAS8"
"turquoise","GATA2"
"purple","GATA4"
"grey","GATA5"
"turquoise","GATA6"
"turquoise","GATAD1"
"turquoise","GATAD2A"
"turquoise","GATAD2B"
"turquoise","GATB"
"pink","GATM"
"turquoise","GATSL2"
"turquoise","GATSL3"
"turquoise","GBA2"
"turquoise","GBAS"
"turquoise","GBE"
"turquoise","GBE1"
"turquoise","GBF1"
"turquoise","GBGT1"
"greenyellow","GBX2"
"turquoise","GC"
"turquoise","GCC1"
"turquoise","GCC2"
"turquoise","GCDH"
"grey","GCG"
"salmon","GCGR"
"turquoise","GCH1"
"turquoise","GCHFR"
"turquoise","GCK"
"turquoise","GCLC"
"turquoise","GCLM"
"grey","GCM1"
"purple","GCM2"
"turquoise","GCN1"
"turquoise","GCNT1"
"turquoise","GCNT3"
"turquoise","GCNT4"
"turquoise","GCNT7"
"turquoise","GCOM1"
"turquoise","GCSH"
"turquoise","GDA"
"turquoise","GDAP1"
"turquoise","GDAP1L1"
"turquoise","GDAP2"
"turquoise","GDE1"
"turquoise","GDF10"
"turquoise","GDF11"
"turquoise","GDF2"
"turquoise","GDF7"
"grey","GDF9"
"turquoise","GDI2"
"turquoise","GDNF"
"turquoise","GDPD1"
"turquoise","GDPD2"
"pink","GDPD4"
"turquoise","GDPD5"
"turquoise","GEM"
"turquoise","GEMIN2"
"turquoise","GEMIN4"
"turquoise","GEMIN5"
"turquoise","GEMIN6"
"turquoise","GEMIN8"
"turquoise","GEN1"
"turquoise","GET4"
"pink","GFAP"
"turquoise","GFER"
"tan","GFI1"
"turquoise","GFM1"
"turquoise","GFM2"
"turquoise","GFOD1"
"turquoise","GFOD2"
"turquoise","GFPT1"
"turquoise","GFPT2"
"turquoise","GFRA1"
"brown","GFRA2"
"turquoise","GFRA3"
"turquoise","GFRA4"
"turquoise","GFRAL"
"turquoise","GGA2"
"turquoise","GGA3"
"brown","GGACT"
"turquoise","GGCT"
"turquoise","GGH"
"turquoise","GGNBP2"
"turquoise","GGPS1"
"pink","GGT1"
"turquoise","GGT5"
"turquoise","GGT7"
"turquoise","GH"
"turquoise","GHDC"
"turquoise","GHITM"
"salmon","GHRH"
"turquoise","GHRH-LR"
"turquoise","GHRHR"
"green","GHRL"
"turquoise","GHSR"
"turquoise","GID4"
"turquoise","GID8"
"grey","GIF"
"turquoise","GIGYF2"
"turquoise","GIMD1"
"turquoise","GIN1"
"turquoise","GINM1"
"turquoise","GINS1"
"turquoise","GINS2"
"turquoise","GINS3"
"grey","GIP"
"turquoise","GIPC2"
"turquoise","GIPC3"
"turquoise","GIT1"
"brown","GJA1"
"turquoise","GJA10"
"turquoise","GJA3"
"turquoise","GJA4"
"turquoise","GJA8"
"turquoise","GJA9"
"pink","GJB1"
"turquoise","GJB2"
"lightcyan","GJB5"
"turquoise","GJB6"
"turquoise","GJC1"
"pink","GJC2"
"turquoise","GJD2"
"grey","GJD4"
"turquoise","GK"
"turquoise","GK5"
"grey","GKN2"
"turquoise","GLA"
"turquoise","GLB1"
"turquoise","GLB1L"
"turquoise","GLB1L2"
"turquoise","GLCCI1"
"turquoise","GLCE"
"turquoise","GLDC"
"turquoise","GLDN"
"turquoise","GLE1"
"turquoise","GLG1"
"turquoise","GLI1"
"turquoise","GLI2"
"turquoise","GLI3"
"blue","GLIPR1"
"turquoise","GLIPR2"
"turquoise","GLIS1"
"turquoise","GLIS2"
"turquoise","GLMN"
"turquoise","GLOD4"
"turquoise","GLP1R"
"turquoise","GLP2R"
"black","GLRA1"
"black","GLRA2"
"turquoise","GLRA3"
"turquoise","GLRA4"
"turquoise","GLRB"
"turquoise","GLRX2"
"turquoise","GLRX3"
"turquoise","GLRX5"
"turquoise","GLS"
"turquoise","GLT1D1"
"turquoise","GLT8D1"
"turquoise","GLT8D2"
"turquoise","GLTP"
"turquoise","GLTPD1"
"turquoise","GLTSCR1L"
"turquoise","GLTSCR2"
"turquoise","GLUD1"
"pink","GLUL"
"turquoise","GLYCTK"
"turquoise","GLYR1"
"turquoise","GM2A"
"turquoise","GMCL1"
"turquoise","GMDS"
"turquoise","GMEB1"
"turquoise","GMEB2"
"turquoise","GMFB"
"turquoise","GMIP"
"salmon","GMNC"
"turquoise","GMNN"
"turquoise","GMPPA"
"turquoise","GMPPB"
"turquoise","GMPR"
"turquoise","GMPS"
"turquoise","GNA11"
"turquoise","GNA12"
"turquoise","GNA13"
"grey","GNA14"
"turquoise","GNAI1"
"turquoise","GNAL"
"turquoise","GNAO1"
"turquoise","GNAQ"
"turquoise","GNAS"
"grey","GNAT3"
"turquoise","GNAZ"
"turquoise","GNB1"
"turquoise","GNB1L"
"turquoise","GNB2L1"
"turquoise","GNB4"
"turquoise","GNB5"
"turquoise","GNE"
"turquoise","GNG10"
"turquoise","GNG11"
"turquoise","GNG12"
"green","GNG13"
"turquoise","GNG2"
"turquoise","GNG4"
"turquoise","GNG5"
"turquoise","GNG7"
"turquoise","GNGT2"
"turquoise","GNL2"
"turquoise","GNL3"
"turquoise","GNMT"
"grey","GNOT1"
"turquoise","GNPAT"
"turquoise","GNPDA1"
"green","GNPDA2"
"turquoise","GNPNAT1"
"turquoise","GNPTAB"
"turquoise","GNPTG"
"greenyellow","GNRH1"
"turquoise","GNRHR"
"turquoise","GNS"
"turquoise","GOLGA1"
"turquoise","GOLGA2"
"turquoise","GOLGA3"
"turquoise","GOLGA4"
"turquoise","GOLGA5"
"turquoise","GOLGA7"
"turquoise","GOLGB1"
"grey","GOLIM4"
"turquoise","GOLM1"
"turquoise","GOLPH3"
"turquoise","GOLPH3L"
"turquoise","GOLT1B"
"turquoise","GON4L"
"turquoise","GOPC"
"turquoise","GORAB"
"turquoise","GORASP1"
"turquoise","GORASP2"
"turquoise","GOSR1"
"turquoise","GOT1"
"turquoise","GOT2"
"brown","GP1BB"
"turquoise","GP5"
"grey","GPA33"
"turquoise","GPAA1"
"turquoise","GPALPP1"
"turquoise","GPAM"
"turquoise","GPAT2"
"turquoise","GPATCH1"
"turquoise","GPATCH11"
"turquoise","GPATCH2"
"turquoise","GPATCH2L"
"turquoise","GPATCH3"
"turquoise","GPATCH4"
"turquoise","GPATCH8"
"turquoise","GPBP1"
"turquoise","GPBP1L1"
"turquoise","GPC1"
"brown","GPC2"
"turquoise","GPC3"
"turquoise","GPC4"
"turquoise","GPC5"
"turquoise","GPC6"
"turquoise","GPCPD1"
"turquoise","GPD1L"
"turquoise","GPD1L2"
"turquoise","GPD2"
"turquoise","GPER1"
"turquoise","GPHB5"
"turquoise","GPHN"
"turquoise","GPI"
"turquoise","GPKOW"
"turquoise","GPLD1"
"turquoise","GPM6A"
"brown","GPM6B"
"turquoise","GPN1"
"turquoise","GPN2"
"turquoise","GPN3"
"magenta","GPNMB"
"turquoise","GPR1"
"turquoise","GPR107"
"turquoise","GPR112"
"turquoise","GPR114"
"magenta","GPR12"
"turquoise","GPR123"
"turquoise","GPR124"
"turquoise","GPR125"
"turquoise","GPR126"
"grey","GPR128"
"turquoise","GPR135"
"turquoise","GPR137B"
"turquoise","GPR137C"
"turquoise","GPR139"
"grey","GPR141"
"turquoise","GPR143"
"turquoise","GPR146"
"turquoise","GPR149"
"turquoise","GPR15"
"turquoise","GPR155"
"turquoise","GPR157"
"turquoise","GPR158"
"turquoise","GPR160"
"turquoise","GPR161"
"turquoise","GPR162"
"pink","GPR17"
"grey","GPR171"
"blue","GPR174"
"turquoise","GPR176"
"turquoise","GPR179"
"blue","GPR18"
"turquoise","GPR180"
"turquoise","GPR182"
"grey","GPR20"
"turquoise","GPR21"
"greenyellow","GPR22"
"turquoise","GPR25"
"greenyellow","GPR26"
"turquoise","GPR27"
"blue","GPR34"
"grey","GPR35"
"pink","GPR37"
"pink","GPR37L1"
"turquoise","GPR39"
"turquoise","GPR50"
"turquoise","GPR52"
"turquoise","GPR56"
